Column Name,NA,File,Corrected?,Additional Notes
# Hospitalized Age [80+],FALSE,../../../covid19-data/ND/data/data.csv,,
Report Date,FALSE,../../../covid19-data/ND/data/data.csv,,
Total Tested: Negative,FALSE,../../../covid19-data/ND/data/data.csv,,
Total Cases: Female,FALSE,../../../covid19-data/ND/data/data.csv,,
Total Cases: Male,FALSE,../../../covid19-data/ND/data/data.csv,,
Total Positive Cases,FALSE,../../../covid19-data/ND/data/data.csv,,
Total Recovered,FALSE,../../../covid19-data/ND/data/data.csv,,
# Recovered Age [0-9],FALSE,../../../covid19-data/ND/data/data.csv,,
# Recovered Age [10-19],FALSE,../../../covid19-data/ND/data/data.csv,,
# Recovered Age [20-29],FALSE,../../../covid19-data/ND/data/data.csv,,
# Recovered Age [30-39],FALSE,../../../covid19-data/ND/data/data.csv,,
# Recovered Age [40-49],FALSE,../../../covid19-data/ND/data/data.csv,,
# Recovered Age [50-59],FALSE,../../../covid19-data/ND/data/data.csv,,
# Recovered Age [60-69],FALSE,../../../covid19-data/ND/data/data.csv,,
# Recovered Age [70-79],FALSE,../../../covid19-data/ND/data/data.csv,,
# Recovered Age [80+],FALSE,../../../covid19-data/ND/data/data.csv,,
Scrape Time,FALSE,../../../covid19-data/ND/data/data.csv,,
# Cases Exposed: Close Contact,FALSE,../../../covid19-data/ND/data/data.csv,,
# Cases Exposed: Community Acquired,FALSE,../../../covid19-data/ND/data/data.csv,,
# Cases Exposed: Household Contact,FALSE,../../../covid19-data/ND/data/data.csv,,
# Cases Exposed: Possible Travel,FALSE,../../../covid19-data/ND/data/data.csv,,
# Cases Exposed: Travel,FALSE,../../../covid19-data/ND/data/data.csv,,
# Cases Exposed: Unknown,FALSE,../../../covid19-data/ND/data/data.csv,,
# Cases Age [0-9],FALSE,../../../covid19-data/ND/data/data.csv,,
# Cases Age [10-19],FALSE,../../../covid19-data/ND/data/data.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/ND/data/data.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/ND/data/data.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/ND/data/data.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/ND/data/data.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/ND/data/data.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/ND/data/data.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/ND/data/data.csv,,
Total Hospitalized,FALSE,../../../covid19-data/ND/data/data.csv,,
Total Tested,FALSE,../../../covid19-data/ND/data/data.csv,,
# Cases Age [0-9],FALSE,../../../covid19-data/ND/data/dataV1.csv,,
# Cases Age [10-19],FALSE,../../../covid19-data/ND/data/dataV1.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/ND/data/dataV1.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/ND/data/dataV1.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/ND/data/dataV1.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/ND/data/dataV1.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/ND/data/dataV1.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/ND/data/dataV1.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/ND/data/dataV1.csv,,
Total Deaths,FALSE,../../../covid19-data/ND/data/dataV1.csv,,
Total Hospitalized,FALSE,../../../covid19-data/ND/data/dataV1.csv,,
Report Date,FALSE,../../../covid19-data/ND/data/dataV1.csv,,
Total Tested: Negative,FALSE,../../../covid19-data/ND/data/dataV1.csv,,
Total Cases: Female,FALSE,../../../covid19-data/ND/data/dataV1.csv,,
Total Cases: Male,FALSE,../../../covid19-data/ND/data/dataV1.csv,,
Total Positive Cases,FALSE,../../../covid19-data/ND/data/dataV1.csv,,
Total Recovered,FALSE,../../../covid19-data/ND/data/dataV1.csv,,
Scrape Time,FALSE,../../../covid19-data/ND/data/dataV1.csv,,
# Cases Exposed: Close Contact,FALSE,../../../covid19-data/ND/data/dataV1.csv,,
# Cases Exposed: Community Acquired,FALSE,../../../covid19-data/ND/data/dataV1.csv,,
# Cases Exposed: Possible Travel,FALSE,../../../covid19-data/ND/data/dataV1.csv,,
# Cases Exposed: Travel,FALSE,../../../covid19-data/ND/data/dataV1.csv,,
# Cases Exposed: Unknown,FALSE,../../../covid19-data/ND/data/dataV1.csv,,
Total Tested,FALSE,../../../covid19-data/ND/data/dataV1.csv,,
# Cases Age [0-9],FALSE,../../../covid19-data/ND/data/dataV2.csv,,
# Cases Age [10-19],FALSE,../../../covid19-data/ND/data/dataV2.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/ND/data/dataV2.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/ND/data/dataV2.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/ND/data/dataV2.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/ND/data/dataV2.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/ND/data/dataV2.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/ND/data/dataV2.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/ND/data/dataV2.csv,,
Currently Hospitalized,FALSE,../../../covid19-data/ND/data/dataV2.csv,,
Total Deaths,FALSE,../../../covid19-data/ND/data/dataV2.csv,,
Report Date,FALSE,../../../covid19-data/ND/data/dataV2.csv,,
Total Tested: Negative,FALSE,../../../covid19-data/ND/data/dataV2.csv,,
Total Cases: Female,FALSE,../../../covid19-data/ND/data/dataV2.csv,,
Total Cases: Male,FALSE,../../../covid19-data/ND/data/dataV2.csv,,
Total Positive Cases,FALSE,../../../covid19-data/ND/data/dataV2.csv,,
Total Recovered,FALSE,../../../covid19-data/ND/data/dataV2.csv,,
Scrape Time,FALSE,../../../covid19-data/ND/data/dataV2.csv,,
# Cases Exposed: Close Contact,FALSE,../../../covid19-data/ND/data/dataV2.csv,,
# Cases Exposed: Community Acquired,FALSE,../../../covid19-data/ND/data/dataV2.csv,,
# Cases Exposed: Possible Travel,FALSE,../../../covid19-data/ND/data/dataV2.csv,,
# Cases Exposed: Travel,FALSE,../../../covid19-data/ND/data/dataV2.csv,,
# Cases Exposed: Unknown,FALSE,../../../covid19-data/ND/data/dataV2.csv,,
Total Hospitalized,FALSE,../../../covid19-data/ND/data/dataV2.csv,,
Total Tested,FALSE,../../../covid19-data/ND/data/dataV2.csv,,
# Cases Age [0-9],FALSE,../../../covid19-data/ND/data/dataV3.csv,,
# Cases Age [10-19],FALSE,../../../covid19-data/ND/data/dataV3.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/ND/data/dataV3.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/ND/data/dataV3.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/ND/data/dataV3.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/ND/data/dataV3.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/ND/data/dataV3.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/ND/data/dataV3.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/ND/data/dataV3.csv,,
Currently Hospitalized,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
Total Deaths,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
Report Date,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
Total Tested: Negative,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
Total Cases: Female,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
Total Cases: Male,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
Total Positive Cases,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
Total Recovered,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
Scrape Time,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
# Cases Exposed: Close Contact,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
# Cases Exposed: Community Acquired,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
# Cases Exposed: Household Contact,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
# Cases Exposed: Possible Travel,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
# Cases Exposed: Travel,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
# Cases Exposed: Unknown,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
Total Hospitalized,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
Total Tested,FALSE,../../../covid19-data/ND/data/dataV3.csv,,
Total Deaths,FALSE,../../../covid19-data/NV/data/data.csv,,
Lab CPL Tested: Negative,FALSE,../../../covid19-data/NV/data/data.csv,,
Lab CPL Tested: Positive,FALSE,../../../covid19-data/NV/data/data.csv,,
Total Tested: Lab CPL,FALSE,../../../covid19-data/NV/data/data.csv,,
Lab LabCorp Tested: Negative,FALSE,../../../covid19-data/NV/data/data.csv,,
Lab LabCorp Tested: Positive,FALSE,../../../covid19-data/NV/data/data.csv,,
Total Tested: Lab LabCorp,FALSE,../../../covid19-data/NV/data/data.csv,,
Lab NSPHL Tested: Negative,FALSE,../../../covid19-data/NV/data/data.csv,,
Lab NSPHL Tested: Positive,FALSE,../../../covid19-data/NV/data/data.csv,,
Total Tested: Lab NSPHL,FALSE,../../../covid19-data/NV/data/data.csv,,
Lab Other Tested: Negative,FALSE,../../../covid19-data/NV/data/data.csv,,
Lab Other Tested: Positive,FALSE,../../../covid19-data/NV/data/data.csv,,
Total Tested: Lab Other,FALSE,../../../covid19-data/NV/data/data.csv,,
Lab Quest Tested: Negative,FALSE,../../../covid19-data/NV/data/data.csv,,
Lab Quest Tested: Positive,FALSE,../../../covid19-data/NV/data/data.csv,,
Total Tested: Lab Quest,TRUE,../../../covid19-data/NV/data/data.csv,No,Lab_Quest_TotalTests unavailable in raw
Lab RRMC Tested: Negative,FALSE,../../../covid19-data/NV/data/data.csv,,
Lab RRMC Tested: Positive,FALSE,../../../covid19-data/NV/data/data.csv,,
Total Tested: Lab RRMC,FALSE,../../../covid19-data/NV/data/data.csv,,
Lab SNPHL Tested: Negative,FALSE,../../../covid19-data/NV/data/data.csv,,
Lab SNPHL Tested: Positive,FALSE,../../../covid19-data/NV/data/data.csv,,
Total Tested: Lab SNPHL,FALSE,../../../covid19-data/NV/data/data.csv,,
Lab UMC Tested: Negative,FALSE,../../../covid19-data/NV/data/data.csv,,
Lab UMC Tested: Positive,FALSE,../../../covid19-data/NV/data/data.csv,,
Total Tested: Lab UMC,FALSE,../../../covid19-data/NV/data/data.csv,,
Total Tested: Negative,FALSE,../../../covid19-data/NV/data/data.csv,,
Total Tested: Positive,FALSE,../../../covid19-data/NV/data/data.csv,,
Total Tested,FALSE,../../../covid19-data/NV/data/data.csv,,
Scrape Time,FALSE,../../../covid19-data/NV/data/data.csv,,
# Tests: Female,FALSE,../../../covid19-data/NV/data/data.csv,,
Total Tested: Unknown Sex,FALSE,../../../covid19-data/NV/data/data.csv,,
# Tests: Male,FALSE,../../../covid19-data/NV/data/data.csv,,
Total Tests Performed,FALSE,../../../covid19-data/NV/data/data.csv,,
# Tested Age [0-9],FALSE,../../../covid19-data/NV/data/data.csv,,
# Tested Age [10-19],FALSE,../../../covid19-data/NV/data/data.csv,,
# Tested Age [20-29],FALSE,../../../covid19-data/NV/data/data.csv,,
# Tested Age [30-39],FALSE,../../../covid19-data/NV/data/data.csv,,
# Tested Age [40-49],FALSE,../../../covid19-data/NV/data/data.csv,,
# Tested Age [50-59],FALSE,../../../covid19-data/NV/data/data.csv,,
# Tested Age [60-69],FALSE,../../../covid19-data/NV/data/data.csv,,
# Tested Age [70+],FALSE,../../../covid19-data/NV/data/data.csv,,
# Tested Age [Unknown],FALSE,../../../covid19-data/NV/data/data.csv,,
Total Deaths,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Lab CPL Tested: Negative,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Lab CPL Tested: Positive,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Total Tested: Lab CPL,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Lab LabCorp Tested: Negative,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Lab LabCorp Tested: Positive,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Total Tested: Lab LabCorp,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Lab NSPHL Tested: Negative,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Lab NSPHL Tested: Positive,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Total Tested: Lab NSPHL,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Lab Other Tested: Negative,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Lab Other Tested: Positive,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Total Tested: Lab Other,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Lab Quest Tested: Negative,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Lab Quest Tested: Positive,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Total Tested: Lab Quest,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Lab SNPHL Tested: Negative,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Lab SNPHL Tested: Positive,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Total Tested: Lab SNPHL,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Total Tested: Negative,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Total Tested: Positive,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Total Tested,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Scrape Time,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
# Tests: Female,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Total Tested: Unknown Sex,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
# Tests: Male,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
Total Tests Performed,FALSE,../../../covid19-data/NV/data/data_V1.csv,,
# Tested Age [0-9],FALSE,../../../covid19-data/NV/data/data_V1.csv,,
# Tested Age [10-19],FALSE,../../../covid19-data/NV/data/data_V1.csv,,
# Tested Age [20-29],FALSE,../../../covid19-data/NV/data/data_V1.csv,,
# Tested Age [30-39],FALSE,../../../covid19-data/NV/data/data_V1.csv,,
# Tested Age [40-49],FALSE,../../../covid19-data/NV/data/data_V1.csv,,
# Tested Age [50-59],FALSE,../../../covid19-data/NV/data/data_V1.csv,,
# Tested Age [60-69],FALSE,../../../covid19-data/NV/data/data_V1.csv,,
# Tested Age [70+],FALSE,../../../covid19-data/NV/data/data_V1.csv,,
# Tested Age [Unknown],FALSE,../../../covid19-data/NV/data/data_V1.csv,,
"Case Rate per 100,000: Age [0-17]",FALSE,../../../covid19-data/NY/data/data.csv,,
"Death Rate per 100,000: Age [0-17]",FALSE,../../../covid19-data/NY/data/data.csv,,
"Hospitalized Rate per 100,000: Age [0-17]",FALSE,../../../covid19-data/NY/data/data.csv,,
"Case Rate per 100,000: Age [18-44]",FALSE,../../../covid19-data/NY/data/data.csv,,
"Death Rate per 100,000: Age [18-44]",FALSE,../../../covid19-data/NY/data/data.csv,,
"Hospitalized Rate per 100,000: Age [18-44]",FALSE,../../../covid19-data/NY/data/data.csv,,
"Case Rate per 100,000: Age [45-64]",FALSE,../../../covid19-data/NY/data/data.csv,,
"Death Rate per 100,000: Age [45-64]",FALSE,../../../covid19-data/NY/data/data.csv,,
"Hospitalized Rate per 100,000: Age [45-64]",FALSE,../../../covid19-data/NY/data/data.csv,,
"Case Rate per 100,000: Age [65-74]",FALSE,../../../covid19-data/NY/data/data.csv,,
"Death Rate per 100,000: Age [65-74]",FALSE,../../../covid19-data/NY/data/data.csv,,
"Hospitalized Rate per 100,000: Age [65-74]",FALSE,../../../covid19-data/NY/data/data.csv,,
"Case Rate per 100,000: Age [75+]",FALSE,../../../covid19-data/NY/data/data.csv,,
"Death Rate per 100,000: Age [75+]",FALSE,../../../covid19-data/NY/data/data.csv,,
"Hospitalized Rate per 100,000: Age [75+]",FALSE,../../../covid19-data/NY/data/data.csv,,
Total Cases,FALSE,../../../covid19-data/NY/data/data.csv,,
"Case Rate per 100,000: Total",FALSE,../../../covid19-data/NY/data/data.csv,,
"Death Rate per 100,000: Total",FALSE,../../../covid19-data/NY/data/data.csv,,
"Hospitalized Rate per 100,000: Total",FALSE,../../../covid19-data/NY/data/data.csv,,
Total Deaths,TRUE,../../../covid19-data/NY/data/data.csv,Some,Updates are not one time. Numbers change and are added. Need to check after all data is collected
"Case Rate per 100,000: Female",FALSE,../../../covid19-data/NY/data/data.csv,,
"Death Rate per 100,000: Female",FALSE,../../../covid19-data/NY/data/data.csv,,
"Hospitalized Rate per 100,000: Female",FALSE,../../../covid19-data/NY/data/data.csv,,
Total Hospitalized,TRUE,../../../covid19-data/NY/data/data.csv,Some,Updates are not one time. Numbers change and are added. Need to check after all data is collected
"Case Rate per 100,000: Male",FALSE,../../../covid19-data/NY/data/data.csv,,
"Death Rate per 100,000: Male",FALSE,../../../covid19-data/NY/data/data.csv,,
"Hospitalized Rate per 100,000: Male",FALSE,../../../covid19-data/NY/data/data.csv,,
Scrape Time,FALSE,../../../covid19-data/NY/data/data.csv,,
"Case Rate per 100,000: Age [0-17]",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Death Rate per 100,000: Age [0-17]",TRUE,../../../covid19-data/NY/data/dataV1.csv,No,Unavailable raw data
"Hospitalized Rate per 100,000: Age [0-17]",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Case Rate per 100,000: Age [18-44]",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Death Rate per 100,000: Age [18-44]",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Hospitalized Rate per 100,000: Age [18-44]",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Case Rate per 100,000: Age [45-64]",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Death Rate per 100,000: Age [45-64]",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Hospitalized Rate per 100,000: Age [45-64]",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Case Rate per 100,000: Age [65-74]",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Death Rate per 100,000: Age [65-74]",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Hospitalized Rate per 100,000: Age [65-74]",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Case Rate per 100,000: Age [75+]",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Death Rate per 100,000: Age [75+]",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Hospitalized Rate per 100,000: Age [75+]",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Case Rate per 100,000: Total",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Death Rate per 100,000: Total",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Hospitalized Rate per 100,000: Total",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
Total Deaths,TRUE,../../../covid19-data/NY/data/dataV1.csv,No,Updates are not one time. Numbers change and are added. Need to check after all data is collected
"Case Rate per 100,000: Female",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Death Rate per 100,000: Female",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Hospitalized Rate per 100,000: Female",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
Total Hospitalized,TRUE,../../../covid19-data/NY/data/dataV1.csv,No,Updates are not one time. Numbers change and are added. Need to check after all data is collected
"Case Rate per 100,000: Male",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Death Rate per 100,000: Male",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
"Hospitalized Rate per 100,000: Male",FALSE,../../../covid19-data/NY/data/dataV1.csv,,
Total New Cases,FALSE,../../../covid19-data/NY/data/dataV1.csv,,
Scrape Time,FALSE,../../../covid19-data/NY/data/dataV1.csv,,
# Cases Age [0-4],FALSE,../../../covid19-data/OK/data/data.csv,,
# Cases Age [5-17],FALSE,../../../covid19-data/OK/data/data.csv,,
# Cases Age [18-35],FALSE,../../../covid19-data/OK/data/data.csv,,
# Cases Age [36-49],FALSE,../../../covid19-data/OK/data/data.csv,,
# Cases Age [50-64],FALSE,../../../covid19-data/OK/data/data.csv,,
# Cases Age [65+],FALSE,../../../covid19-data/OK/data/data.csv,,
Total Cases: Female,FALSE,../../../covid19-data/OK/data/data.csv,,
Total Cases: Male,FALSE,../../../covid19-data/OK/data/data.csv,,
Total Cases,FALSE,../../../covid19-data/OK/data/data.csv,,
Scrape Time,FALSE,../../../covid19-data/OK/data/data.csv,,
# Cases Age [0-9],FALSE,../../../covid19-data/OR/data/data.csv,,
# Cases Age [10-19],FALSE,../../../covid19-data/OR/data/data.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/OR/data/data.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/OR/data/data.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/OR/data/data.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/OR/data/data.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/OR/data/data.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/OR/data/data.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/OR/data/data.csv,,
# Cases Age [Unknown],FALSE,../../../covid19-data/OR/data/data.csv,,
# Hospitalized Age [0-9],FALSE,../../../covid19-data/OR/data/data.csv,,
# Hospitalized Age [10-19],FALSE,../../../covid19-data/OR/data/data.csv,,
# Hospitalized Age [20-29],FALSE,../../../covid19-data/OR/data/data.csv,,
# Hospitalized Age [30-39],FALSE,../../../covid19-data/OR/data/data.csv,,
# Hospitalized Age [40-49],FALSE,../../../covid19-data/OR/data/data.csv,,
# Hospitalized Age [50-59],FALSE,../../../covid19-data/OR/data/data.csv,,
# Hospitalized Age [60-69],FALSE,../../../covid19-data/OR/data/data.csv,,
# Hospitalized Age [70-79],FALSE,../../../covid19-data/OR/data/data.csv,,
# Hospitalized Age [80+],FALSE,../../../covid19-data/OR/data/data.csv,,
# Hospitalized Age [Unknown],FALSE,../../../covid19-data/OR/data/data.csv,,
# Deaths Age [0-9],FALSE,../../../covid19-data/OR/data/data.csv,,
# Deaths Age [10-19],FALSE,../../../covid19-data/OR/data/data.csv,,
# Deaths Age [20-29],FALSE,../../../covid19-data/OR/data/data.csv,,
# Deaths Age [30-39],FALSE,../../../covid19-data/OR/data/data.csv,,
# Deaths Age [40-49],FALSE,../../../covid19-data/OR/data/data.csv,,
# Deaths Age [50-59],FALSE,../../../covid19-data/OR/data/data.csv,,
# Deaths Age [60-69],FALSE,../../../covid19-data/OR/data/data.csv,,
# Deaths Age [70-79],FALSE,../../../covid19-data/OR/data/data.csv,,
# Deaths Age [80+],FALSE,../../../covid19-data/OR/data/data.csv,,
# Deaths Age [Unknown],FALSE,../../../covid19-data/OR/data/data.csv,,
Total Cases: Female,FALSE,../../../covid19-data/OR/data/data.csv,,
Total Cases: Male,FALSE,../../../covid19-data/OR/data/data.csv,,
Total Cases: Unknown Sex,FALSE,../../../covid19-data/OR/data/data.csv,,
Total Deaths: Female,FALSE,../../../covid19-data/OR/data/data.csv,,
Total Deaths: Male,FALSE,../../../covid19-data/OR/data/data.csv,,
Total Deaths: Unknown Sex,FALSE,../../../covid19-data/OR/data/data.csv,,
Total Hospitalized,FALSE,../../../covid19-data/OR/data/data.csv,,
Total Not Hospitalized,FALSE,../../../covid19-data/OR/data/data.csv,,
Total Unknown Hospitalized,FALSE,../../../covid19-data/OR/data/data.csv,,
ICU Beds: Available Adult Beds,FALSE,../../../covid19-data/OR/data/data.csv,,
ICU Beds: Total,FALSE,../../../covid19-data/OR/data/data.csv,,
Non-ICU Beds: Available Adult Beds,FALSE,../../../covid19-data/OR/data/data.csv,,
Non-ICU Beds: Total Adult Beds,FALSE,../../../covid19-data/OR/data/data.csv,,
ICU Beds: Available Pediatric NICU/PICU Beds,FALSE,../../../covid19-data/OR/data/data.csv,,
ICU Beds: Total Pediatric NICU/PICU Beds,FALSE,../../../covid19-data/OR/data/data.csv,,
Non-ICU Beds: Available Pediatric Beds,FALSE,../../../covid19-data/OR/data/data.csv,,
ICU Beds: Total Pediatric NICU/PICU Beds,FALSE,../../../covid19-data/OR/data/data.csv,,
Ventilators: Available,FALSE,../../../covid19-data/OR/data/data.csv,,
Currently Hospitalized: Confirmed and Suspected Cases,FALSE,../../../covid19-data/OR/data/data.csv,,
Total Cases: Patients in ICU (Confirmed and Suspected),FALSE,../../../covid19-data/OR/data/data.csv,,
Total Cases: On Ventilator (Confirmed and Suspected),FALSE,../../../covid19-data/OR/data/data.csv,,
Currently Hospitalized: Confirmed Cases,FALSE,../../../covid19-data/OR/data/data.csv,,
Total Cases: Patients in ICU (Confirmed),FALSE,../../../covid19-data/OR/data/data.csv,,
Total Cases: On Ventilator (Confirmed),FALSE,../../../covid19-data/OR/data/data.csv,,
Scrape Time,FALSE,../../../covid19-data/OR/data/data.csv,,
# Cases Age [0-19],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Cases Age [Unknown],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Hospitalized Age [0-19],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Hospitalized Age [20-29],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Hospitalized Age [30-39],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Hospitalized Age [40-49],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Hospitalized Age [50-59],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Hospitalized Age [60-69],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Hospitalized Age [70-79],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Hospitalized Age [80+],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Hospitalized Age [Unknown],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Deaths Age [0-19],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Deaths Age [20-29],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Deaths Age [30-39],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Deaths Age [40-49],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Deaths Age [50-59],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Deaths Age [60-69],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Deaths Age [70-79],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Deaths Age [80+],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Deaths Age [Unknown],FALSE,../../../covid19-data/OR/data/data_V1.csv,,
Total Cases: Female,FALSE,../../../covid19-data/OR/data/data_V1.csv,,
Total Cases: Male,FALSE,../../../covid19-data/OR/data/data_V1.csv,,
Total Cases: Unknown Sex,FALSE,../../../covid19-data/OR/data/data_V1.csv,,
Total Deaths: Female,FALSE,../../../covid19-data/OR/data/data_V1.csv,,
Total Deaths: Male,FALSE,../../../covid19-data/OR/data/data_V1.csv,,
Total Deaths: Unknown Sex,FALSE,../../../covid19-data/OR/data/data_V1.csv,,
Total Hospitalized,FALSE,../../../covid19-data/OR/data/data_V1.csv,,
