,0,File
# Cases Exposed: Possible Travel,False,../../../covid19-data/ND/data/data.csv
# Cases Exposed: Travel,False,../../../covid19-data/ND/data/data.csv
# Cases Exposed: Unknown,False,../../../covid19-data/ND/data/data.csv
# Cases Age [0-9],False,../../../covid19-data/ND/data/data.csv
# Cases Age [10-19],False,../../../covid19-data/ND/data/data.csv
# Cases Age [20-29],False,../../../covid19-data/ND/data/data.csv
# Cases Age [30-39],False,../../../covid19-data/ND/data/data.csv
# Cases Age [40-49],False,../../../covid19-data/ND/data/data.csv
# Cases Age [50-59],False,../../../covid19-data/ND/data/data.csv
# Cases Age [60-69],False,../../../covid19-data/ND/data/data.csv
# Cases Age [70-79],False,../../../covid19-data/ND/data/data.csv
# Cases Age [80+],False,../../../covid19-data/ND/data/data.csv
Total Hospitalized,False,../../../covid19-data/ND/data/data.csv
Total Tested,False,../../../covid19-data/ND/data/data.csv
# Cases Age [0-9],False,../../../covid19-data/ND/data/dataV1.csv
# Cases Age [10-19],False,../../../covid19-data/ND/data/dataV1.csv
# Cases Age [20-29],False,../../../covid19-data/ND/data/dataV1.csv
# Cases Age [30-39],False,../../../covid19-data/ND/data/dataV1.csv
# Cases Age [40-49],False,../../../covid19-data/ND/data/dataV1.csv
# Cases Age [50-59],False,../../../covid19-data/ND/data/dataV1.csv
# Cases Age [60-69],False,../../../covid19-data/ND/data/dataV1.csv
# Cases Age [70-79],False,../../../covid19-data/ND/data/dataV1.csv
# Cases Age [80+],False,../../../covid19-data/ND/data/dataV1.csv
Total Deaths,False,../../../covid19-data/ND/data/dataV1.csv
Total Hospitalized,False,../../../covid19-data/ND/data/dataV1.csv
Report Date,False,../../../covid19-data/ND/data/dataV1.csv
Total Tested: Negative,False,../../../covid19-data/ND/data/dataV1.csv
Total Cases: Female,False,../../../covid19-data/ND/data/dataV1.csv
Total Cases: Male,False,../../../covid19-data/ND/data/dataV1.csv
Total Positive Cases,False,../../../covid19-data/ND/data/dataV1.csv
Total Recovered,False,../../../covid19-data/ND/data/dataV1.csv
Scrape Time,False,../../../covid19-data/ND/data/dataV1.csv
# Cases Exposed: Close Contact,False,../../../covid19-data/ND/data/dataV1.csv
# Cases Exposed: Community Acquired,False,../../../covid19-data/ND/data/dataV1.csv
# Cases Exposed: Possible Travel,False,../../../covid19-data/ND/data/dataV1.csv
# Cases Exposed: Travel,False,../../../covid19-data/ND/data/dataV1.csv
# Cases Exposed: Unknown,False,../../../covid19-data/ND/data/dataV1.csv
Total Tested,False,../../../covid19-data/ND/data/dataV1.csv
# Cases Age [0-9],False,../../../covid19-data/ND/data/dataV2.csv
# Cases Age [10-19],False,../../../covid19-data/ND/data/dataV2.csv
# Cases Age [20-29],False,../../../covid19-data/ND/data/dataV2.csv
# Cases Age [30-39],False,../../../covid19-data/ND/data/dataV2.csv
# Cases Age [40-49],False,../../../covid19-data/ND/data/dataV2.csv
# Cases Age [50-59],False,../../../covid19-data/ND/data/dataV2.csv
# Cases Age [60-69],False,../../../covid19-data/ND/data/dataV2.csv
# Cases Age [70-79],False,../../../covid19-data/ND/data/dataV2.csv
# Cases Age [80+],False,../../../covid19-data/ND/data/dataV2.csv
Currently Hospitalized,False,../../../covid19-data/ND/data/dataV2.csv
Total Deaths,False,../../../covid19-data/ND/data/dataV2.csv
Report Date,False,../../../covid19-data/ND/data/dataV2.csv
Total Tested: Negative,False,../../../covid19-data/ND/data/dataV2.csv
Total Cases: Female,False,../../../covid19-data/ND/data/dataV2.csv
Total Cases: Male,False,../../../covid19-data/ND/data/dataV2.csv
Total Positive Cases,False,../../../covid19-data/ND/data/dataV2.csv
Total Recovered,False,../../../covid19-data/ND/data/dataV2.csv
Scrape Time,False,../../../covid19-data/ND/data/dataV2.csv
# Cases Exposed: Close Contact,False,../../../covid19-data/ND/data/dataV2.csv
# Cases Exposed: Community Acquired,False,../../../covid19-data/ND/data/dataV2.csv
# Cases Exposed: Possible Travel,False,../../../covid19-data/ND/data/dataV2.csv
# Cases Exposed: Travel,False,../../../covid19-data/ND/data/dataV2.csv
# Cases Exposed: Unknown,False,../../../covid19-data/ND/data/dataV2.csv
Total Hospitalized,False,../../../covid19-data/ND/data/dataV2.csv
Total Tested,False,../../../covid19-data/ND/data/dataV2.csv
# Cases Age [0-9],False,../../../covid19-data/ND/data/dataV3.csv
# Cases Age [10-19],False,../../../covid19-data/ND/data/dataV3.csv
# Cases Age [20-29],False,../../../covid19-data/ND/data/dataV3.csv
# Cases Age [30-39],False,../../../covid19-data/ND/data/dataV3.csv
# Cases Age [40-49],False,../../../covid19-data/ND/data/dataV3.csv
# Cases Age [50-59],False,../../../covid19-data/ND/data/dataV3.csv
# Cases Age [60-69],False,../../../covid19-data/ND/data/dataV3.csv
# Cases Age [70-79],False,../../../covid19-data/ND/data/dataV3.csv
# Cases Age [80+],False,../../../covid19-data/ND/data/dataV3.csv
Currently Hospitalized,False,../../../covid19-data/ND/data/dataV3.csv
Total Deaths,False,../../../covid19-data/ND/data/dataV3.csv
Report Date,False,../../../covid19-data/ND/data/dataV3.csv
Total Tested: Negative,False,../../../covid19-data/ND/data/dataV3.csv
Total Cases: Female,False,../../../covid19-data/ND/data/dataV3.csv
Total Cases: Male,False,../../../covid19-data/ND/data/dataV3.csv
Total Positive Cases,False,../../../covid19-data/ND/data/dataV3.csv
Total Recovered,False,../../../covid19-data/ND/data/dataV3.csv
Scrape Time,False,../../../covid19-data/ND/data/dataV3.csv
# Cases Exposed: Close Contact,False,../../../covid19-data/ND/data/dataV3.csv
# Cases Exposed: Community Acquired,False,../../../covid19-data/ND/data/dataV3.csv
# Cases Exposed: Household Contact,False,../../../covid19-data/ND/data/dataV3.csv
# Cases Exposed: Possible Travel,False,../../../covid19-data/ND/data/dataV3.csv
# Cases Exposed: Travel,False,../../../covid19-data/ND/data/dataV3.csv
# Cases Exposed: Unknown,False,../../../covid19-data/ND/data/dataV3.csv
Total Hospitalized,False,../../../covid19-data/ND/data/dataV3.csv
Total Tested,False,../../../covid19-data/ND/data/dataV3.csv
Total Cases,False,../../../covid19-data/NV/data/data.csv
Total Deaths,False,../../../covid19-data/NV/data/data.csv
Lab CPL: Confirmed Cases,False,../../../covid19-data/NV/data/data.csv
Lab CPL Tested: Negative,False,../../../covid19-data/NV/data/data.csv
Lab CPL Tested: Positive,False,../../../covid19-data/NV/data/data.csv
Total Tested: Lab CPL,False,../../../covid19-data/NV/data/data.csv
Lab LabCorp: Confirmed Cases,False,../../../covid19-data/NV/data/data.csv
Lab LabCorp Tested: Negative,False,../../../covid19-data/NV/data/data.csv
Lab LabCorp Tested: Positive,False,../../../covid19-data/NV/data/data.csv
Total Tested: Lab LabCorp,False,../../../covid19-data/NV/data/data.csv
Lab NSPHL: Confirmed Cases,False,../../../covid19-data/NV/data/data.csv
Lab NSPHL Tested: Negative,False,../../../covid19-data/NV/data/data.csv
Lab NSPHL Tested: Positive,False,../../../covid19-data/NV/data/data.csv
Total Tested: Lab NSPHL,False,../../../covid19-data/NV/data/data.csv
Lab Other: Confirmed Cases,False,../../../covid19-data/NV/data/data.csv
Lab Other Tested: Negative,False,../../../covid19-data/NV/data/data.csv
Lab Other Tested: Positive,False,../../../covid19-data/NV/data/data.csv
Total Tested: Lab Other,False,../../../covid19-data/NV/data/data.csv
Lab Quest: Confirmed Cases,False,../../../covid19-data/NV/data/data.csv
Lab Quest Tested: Negative,False,../../../covid19-data/NV/data/data.csv
Lab Quest Tested: Positive,False,../../../covid19-data/NV/data/data.csv
Total Tested: Lab Quest,False,../../../covid19-data/NV/data/data.csv
Lab RRMC: Confirmed Cases,False,../../../covid19-data/NV/data/data.csv
Lab RRMC Tested: Negative,False,../../../covid19-data/NV/data/data.csv
Lab RRMC Tested: Positive,False,../../../covid19-data/NV/data/data.csv
Total Tested: Lab RRMC,False,../../../covid19-data/NV/data/data.csv
Lab SNPHL: Confirmed Cases,False,../../../covid19-data/NV/data/data.csv
Lab SNPHL Tested: Negative,False,../../../covid19-data/NV/data/data.csv
Lab SNPHL Tested: Positive,False,../../../covid19-data/NV/data/data.csv
Total Tested: Lab SNPHL,False,../../../covid19-data/NV/data/data.csv
Lab UMC: Confirmed Cases,False,../../../covid19-data/NV/data/data.csv
Lab UMC Tested: Negative,False,../../../covid19-data/NV/data/data.csv
Lab UMC Tested: Positive,False,../../../covid19-data/NV/data/data.csv
Total Tested: Lab UMC,False,../../../covid19-data/NV/data/data.csv
Scrape Time,False,../../../covid19-data/NV/data/data.csv
# Tests: Female,False,../../../covid19-data/NV/data/data.csv
# Tests: Male,False,../../../covid19-data/NV/data/data.csv
# Tested Age [0-9],False,../../../covid19-data/NV/data/data.csv
# Tested Age [10-19],False,../../../covid19-data/NV/data/data.csv
# Tested Age [20-29],False,../../../covid19-data/NV/data/data.csv
# Tested Age [30-39],False,../../../covid19-data/NV/data/data.csv
# Tested Age [40-49],False,../../../covid19-data/NV/data/data.csv
# Tested Age [50-59],False,../../../covid19-data/NV/data/data.csv
# Tested Age [60-69],False,../../../covid19-data/NV/data/data.csv
# Tested Age [70+],False,../../../covid19-data/NV/data/data.csv
Total Tested,False,../../../covid19-data/NV/data/data.csv
Total Deaths,False,../../../covid19-data/NV/data/data_V1.csv
Lab CPL Tested: Negative,False,../../../covid19-data/NV/data/data_V1.csv
Lab CPL Tested: Positive,False,../../../covid19-data/NV/data/data_V1.csv
Total Tested: Lab CPL,False,../../../covid19-data/NV/data/data_V1.csv
Lab LabCorp Tested: Negative,False,../../../covid19-data/NV/data/data_V1.csv
Lab LabCorp Tested: Positive,False,../../../covid19-data/NV/data/data_V1.csv
Total Tested: Lab LabCorp,False,../../../covid19-data/NV/data/data_V1.csv
Lab NSPHL Tested: Negative,False,../../../covid19-data/NV/data/data_V1.csv
Lab NSPHL Tested: Positive,False,../../../covid19-data/NV/data/data_V1.csv
Total Tested: Lab NSPHL,False,../../../covid19-data/NV/data/data_V1.csv
Lab Other Tested: Negative,False,../../../covid19-data/NV/data/data_V1.csv
Lab Other Tested: Positive,False,../../../covid19-data/NV/data/data_V1.csv
Total Tested: Lab Other,False,../../../covid19-data/NV/data/data_V1.csv
Lab Quest Tested: Negative,False,../../../covid19-data/NV/data/data_V1.csv
Lab Quest Tested: Positive,False,../../../covid19-data/NV/data/data_V1.csv
Total Tested: Lab Quest,False,../../../covid19-data/NV/data/data_V1.csv
Lab SNPHL Tested: Negative,False,../../../covid19-data/NV/data/data_V1.csv
Lab SNPHL Tested: Positive,False,../../../covid19-data/NV/data/data_V1.csv
Total Tested: Lab SNPHL,False,../../../covid19-data/NV/data/data_V1.csv
Total Tested: Negative,False,../../../covid19-data/NV/data/data_V1.csv
Total Tested: Positive,False,../../../covid19-data/NV/data/data_V1.csv
Total Tested,False,../../../covid19-data/NV/data/data_V1.csv
Scrape Time,False,../../../covid19-data/NV/data/data_V1.csv
# Tests: Female,False,../../../covid19-data/NV/data/data_V1.csv
Total Tested: Unknown Sex,False,../../../covid19-data/NV/data/data_V1.csv
# Tests: Male,False,../../../covid19-data/NV/data/data_V1.csv
Total Tests Performed,False,../../../covid19-data/NV/data/data_V1.csv
# Tested Age [0-9],False,../../../covid19-data/NV/data/data_V1.csv
# Tested Age [10-19],False,../../../covid19-data/NV/data/data_V1.csv
# Tested Age [20-29],False,../../../covid19-data/NV/data/data_V1.csv
# Tested Age [30-39],False,../../../covid19-data/NV/data/data_V1.csv
# Tested Age [40-49],False,../../../covid19-data/NV/data/data_V1.csv
# Tested Age [50-59],False,../../../covid19-data/NV/data/data_V1.csv
# Tested Age [60-69],False,../../../covid19-data/NV/data/data_V1.csv
# Tested Age [70+],False,../../../covid19-data/NV/data/data_V1.csv
# Tested Age [Unknown],False,../../../covid19-data/NV/data/data_V1.csv
Total Deaths,False,../../../covid19-data/NV/data/data_V2.csv
Lab CPL Tested: Negative,False,../../../covid19-data/NV/data/data_V2.csv
Lab CPL Tested: Positive,False,../../../covid19-data/NV/data/data_V2.csv
Total Tested: Lab CPL,False,../../../covid19-data/NV/data/data_V2.csv
Lab LabCorp Tested: Negative,False,../../../covid19-data/NV/data/data_V2.csv
Lab LabCorp Tested: Positive,False,../../../covid19-data/NV/data/data_V2.csv
Total Tested: Lab LabCorp,False,../../../covid19-data/NV/data/data_V2.csv
Lab NSPHL Tested: Negative,False,../../../covid19-data/NV/data/data_V2.csv
Lab NSPHL Tested: Positive,False,../../../covid19-data/NV/data/data_V2.csv
Total Tested: Lab NSPHL,False,../../../covid19-data/NV/data/data_V2.csv
Lab Other Tested: Negative,False,../../../covid19-data/NV/data/data_V2.csv
Lab Other Tested: Positive,False,../../../covid19-data/NV/data/data_V2.csv
Total Tested: Lab Other,False,../../../covid19-data/NV/data/data_V2.csv
Lab Quest Tested: Negative,False,../../../covid19-data/NV/data/data_V2.csv
Lab Quest Tested: Positive,False,../../../covid19-data/NV/data/data_V2.csv
Total Tested: Lab Quest,True,../../../covid19-data/NV/data/data_V2.csv
Lab RRMC Tested: Negative,False,../../../covid19-data/NV/data/data_V2.csv
Lab RRMC Tested: Positive,False,../../../covid19-data/NV/data/data_V2.csv
Total Tested: Lab RRMC,False,../../../covid19-data/NV/data/data_V2.csv
Lab SNPHL Tested: Negative,False,../../../covid19-data/NV/data/data_V2.csv
Lab SNPHL Tested: Positive,False,../../../covid19-data/NV/data/data_V2.csv
Total Tested: Lab SNPHL,False,../../../covid19-data/NV/data/data_V2.csv
Lab UMC Tested: Negative,False,../../../covid19-data/NV/data/data_V2.csv
Lab UMC Tested: Positive,False,../../../covid19-data/NV/data/data_V2.csv
Total Tested: Lab UMC,False,../../../covid19-data/NV/data/data_V2.csv
Total Tested: Negative,False,../../../covid19-data/NV/data/data_V2.csv
Total Tested: Positive,False,../../../covid19-data/NV/data/data_V2.csv
Total Tested,False,../../../covid19-data/NV/data/data_V2.csv
Scrape Time,False,../../../covid19-data/NV/data/data_V2.csv
# Tests: Female,False,../../../covid19-data/NV/data/data_V2.csv
Total Tested: Unknown Sex,False,../../../covid19-data/NV/data/data_V2.csv
# Tests: Male,False,../../../covid19-data/NV/data/data_V2.csv
Total Tests Performed,False,../../../covid19-data/NV/data/data_V2.csv
# Tested Age [0-9],False,../../../covid19-data/NV/data/data_V2.csv
# Tested Age [10-19],False,../../../covid19-data/NV/data/data_V2.csv
# Tested Age [20-29],False,../../../covid19-data/NV/data/data_V2.csv
# Tested Age [30-39],False,../../../covid19-data/NV/data/data_V2.csv
# Tested Age [40-49],False,../../../covid19-data/NV/data/data_V2.csv
# Tested Age [50-59],False,../../../covid19-data/NV/data/data_V2.csv
# Tested Age [60-69],False,../../../covid19-data/NV/data/data_V2.csv
# Tested Age [70+],False,../../../covid19-data/NV/data/data_V2.csv
# Tested Age [Unknown],False,../../../covid19-data/NV/data/data_V2.csv
Total Deaths,False,../../../covid19-data/NV/data/data_V3.csv
Lab CPL Tested: Negative,False,../../../covid19-data/NV/data/data_V3.csv
Lab CPL Tested: Positive,False,../../../covid19-data/NV/data/data_V3.csv
Lab CPL Tested: Total People,False,../../../covid19-data/NV/data/data_V3.csv
Total Tested: Lab CPL,False,../../../covid19-data/NV/data/data_V3.csv
Lab LabCorp Tested: Negative,False,../../../covid19-data/NV/data/data_V3.csv
Lab LabCorp Tested: Positive,False,../../../covid19-data/NV/data/data_V3.csv
Lab LabCorp Tested: Total People,False,../../../covid19-data/NV/data/data_V3.csv
Total Tested: Lab LabCorp,False,../../../covid19-data/NV/data/data_V3.csv
Lab NSPHL Tested: Negative,False,../../../covid19-data/NV/data/data_V3.csv
Lab NSPHL Tested: Positive,False,../../../covid19-data/NV/data/data_V3.csv
Lab NSPHL Tested: Total People,False,../../../covid19-data/NV/data/data_V3.csv
Total Tested: Lab NSPHL,False,../../../covid19-data/NV/data/data_V3.csv
Lab Other Tested: Negative,False,../../../covid19-data/NV/data/data_V3.csv
Lab Other Tested: Positive,False,../../../covid19-data/NV/data/data_V3.csv
Lab Other Tested: Total People,False,../../../covid19-data/NV/data/data_V3.csv
Total Tested: Lab Other,False,../../../covid19-data/NV/data/data_V3.csv
Lab Quest Tested: Negative,False,../../../covid19-data/NV/data/data_V3.csv
Lab Quest Tested: Positive,False,../../../covid19-data/NV/data/data_V3.csv
Lab Quest Tested: Total People,False,../../../covid19-data/NV/data/data_V3.csv
Total Tested: Lab Quest,False,../../../covid19-data/NV/data/data_V3.csv
Lab RRMC Tested: Negative,False,../../../covid19-data/NV/data/data_V3.csv
Lab RRMC Tested: Positive,False,../../../covid19-data/NV/data/data_V3.csv
Lab RRMC Tested: Total People,False,../../../covid19-data/NV/data/data_V3.csv
Total Tested: Lab RRMC,False,../../../covid19-data/NV/data/data_V3.csv
Lab SNPHL Tested: Negative,False,../../../covid19-data/NV/data/data_V3.csv
Lab SNPHL Tested: Positive,False,../../../covid19-data/NV/data/data_V3.csv
Lab SNPHL Tested: Total People,False,../../../covid19-data/NV/data/data_V3.csv
Total Tested: Lab SNPHL,False,../../../covid19-data/NV/data/data_V3.csv
Lab UMC Tested: Negative,False,../../../covid19-data/NV/data/data_V3.csv
Lab UMC Tested: Positive,False,../../../covid19-data/NV/data/data_V3.csv
Lab UMC Tested: Total People,False,../../../covid19-data/NV/data/data_V3.csv
Total Tested: Lab UMC,False,../../../covid19-data/NV/data/data_V3.csv
Total Tested: Negative,False,../../../covid19-data/NV/data/data_V3.csv
Total Tested: Positive,False,../../../covid19-data/NV/data/data_V3.csv
Total Tested,False,../../../covid19-data/NV/data/data_V3.csv
Scrape Time,False,../../../covid19-data/NV/data/data_V3.csv
# Tests: Female,False,../../../covid19-data/NV/data/data_V3.csv
Total Tested: Unknown Sex,False,../../../covid19-data/NV/data/data_V3.csv
# Tests: Male,False,../../../covid19-data/NV/data/data_V3.csv
Total Tests Performed,False,../../../covid19-data/NV/data/data_V3.csv
# Tested Age [0-9],False,../../../covid19-data/NV/data/data_V3.csv
# Tested Age [10-19],False,../../../covid19-data/NV/data/data_V3.csv
# Tested Age [20-29],False,../../../covid19-data/NV/data/data_V3.csv
# Tested Age [30-39],False,../../../covid19-data/NV/data/data_V3.csv
# Tested Age [40-49],False,../../../covid19-data/NV/data/data_V3.csv
# Tested Age [50-59],False,../../../covid19-data/NV/data/data_V3.csv
# Tested Age [60-69],False,../../../covid19-data/NV/data/data_V3.csv
# Tested Age [70+],False,../../../covid19-data/NV/data/data_V3.csv
# Tested Age [Unknown],False,../../../covid19-data/NV/data/data_V3.csv
"Case Rate per 100,000: Age [0-17]",False,../../../covid19-data/NY/data/data.csv
"Case Rate per 100,000: Age [18-44]",False,../../../covid19-data/NY/data/data.csv
"Case Rate per 100,000: Age [45-64]",False,../../../covid19-data/NY/data/data.csv
"Case Rate per 100,000: Age [65-74]",False,../../../covid19-data/NY/data/data.csv
"Case Rate per 100,000: Age [75+]",False,../../../covid19-data/NY/data/data.csv
"Case Rate per 100,000: Total",False,../../../covid19-data/NY/data/data.csv
"Hospitalized Rate per 100,000: Age [0-17]",False,../../../covid19-data/NY/data/data.csv
"Hospitalized Rate per 100,000: Age [18-44]",False,../../../covid19-data/NY/data/data.csv
"Hospitalized Rate per 100,000: Age [45-64]",False,../../../covid19-data/NY/data/data.csv
"Hospitalized Rate per 100,000: Age [65-74]",False,../../../covid19-data/NY/data/data.csv
"Hospitalized Rate per 100,000: Age [75+]",False,../../../covid19-data/NY/data/data.csv
"Hospitalized Rate per 100,000: Total",False,../../../covid19-data/NY/data/data.csv
"Death Rate per 100,000: Age [0-17]",False,../../../covid19-data/NY/data/data.csv
"Death Rate per 100,000: Age [18-44]",False,../../../covid19-data/NY/data/data.csv
"Death Rate per 100,000: Age [45-64]",False,../../../covid19-data/NY/data/data.csv
"Death Rate per 100,000: Age [65-74]",False,../../../covid19-data/NY/data/data.csv
"Death Rate per 100,000: Age [75+]",False,../../../covid19-data/NY/data/data.csv
"Death Rate per 100,000: Total",False,../../../covid19-data/NY/data/data.csv
# Cases Age [0-17],False,../../../covid19-data/NY/data/data.csv
# Cases Age [18-44],False,../../../covid19-data/NY/data/data.csv
# Cases Age [45-64],False,../../../covid19-data/NY/data/data.csv
# Cases Age [65-74],False,../../../covid19-data/NY/data/data.csv
# Cases Age [75+],False,../../../covid19-data/NY/data/data.csv
Total Cases,False,../../../covid19-data/NY/data/data.csv
# Hospitalized Age [0-17],False,../../../covid19-data/NY/data/data.csv
# Hospitalized Age [18-44],False,../../../covid19-data/NY/data/data.csv
# Hospitalized Age [45-64],False,../../../covid19-data/NY/data/data.csv
# Hospitalized Age [65-74],False,../../../covid19-data/NY/data/data.csv
# Hospitalized Age [75+],False,../../../covid19-data/NY/data/data.csv
Total Hospitalized,False,../../../covid19-data/NY/data/data.csv
# Deaths Age [0-17],False,../../../covid19-data/NY/data/data.csv
# Deaths Age [18-44],False,../../../covid19-data/NY/data/data.csv
# Deaths Age [45-64],False,../../../covid19-data/NY/data/data.csv
# Deaths Age [65-74],False,../../../covid19-data/NY/data/data.csv
# Deaths Age [75+],False,../../../covid19-data/NY/data/data.csv
Total Deaths,False,../../../covid19-data/NY/data/data.csv
"Case Rate per 100,000: Female",False,../../../covid19-data/NY/data/data.csv
"Case Rate per 100,000: Male",False,../../../covid19-data/NY/data/data.csv
"Hospitalized Rate per 100,000: Female",False,../../../covid19-data/NY/data/data.csv
"Hospitalized Rate per 100,000: Male",False,../../../covid19-data/NY/data/data.csv
"Death Rate per 100,000: Female",False,../../../covid19-data/NY/data/data.csv
"Death Rate per 100,000: Male",False,../../../covid19-data/NY/data/data.csv
Total Cases: Female,False,../../../covid19-data/NY/data/data.csv
Total Cases: Male,False,../../../covid19-data/NY/data/data.csv
Total Hospitalized: Female,False,../../../covid19-data/NY/data/data.csv
Total Hospitalized: Male,False,../../../covid19-data/NY/data/data.csv
Total Deaths: Female,False,../../../covid19-data/NY/data/data.csv
Total Deaths: Male,False,../../../covid19-data/NY/data/data.csv
Total Cases,False,../../../covid19-data/NY/data/data.csv
Total Hospitalized,False,../../../covid19-data/NY/data/data.csv
Total Deaths,False,../../../covid19-data/NY/data/data.csv
Scrape Time,False,../../../covid19-data/NY/data/data.csv
"Case Rate per 100,000: Age [0-17]",False,../../../covid19-data/NY/data/dataV1.csv
"Death Rate per 100,000: Age [0-17]",True,../../../covid19-data/NY/data/dataV1.csv
"Hospitalized Rate per 100,000: Age [0-17]",False,../../../covid19-data/NY/data/dataV1.csv
"Case Rate per 100,000: Age [18-44]",False,../../../covid19-data/NY/data/dataV1.csv
"Death Rate per 100,000: Age [18-44]",False,../../../covid19-data/NY/data/dataV1.csv
"Hospitalized Rate per 100,000: Age [18-44]",False,../../../covid19-data/NY/data/dataV1.csv
"Case Rate per 100,000: Age [45-64]",False,../../../covid19-data/NY/data/dataV1.csv
"Death Rate per 100,000: Age [45-64]",False,../../../covid19-data/NY/data/dataV1.csv
"Hospitalized Rate per 100,000: Age [45-64]",False,../../../covid19-data/NY/data/dataV1.csv
"Case Rate per 100,000: Age [65-74]",False,../../../covid19-data/NY/data/dataV1.csv
"Death Rate per 100,000: Age [65-74]",False,../../../covid19-data/NY/data/dataV1.csv
"Hospitalized Rate per 100,000: Age [65-74]",False,../../../covid19-data/NY/data/dataV1.csv
"Case Rate per 100,000: Age [75+]",False,../../../covid19-data/NY/data/dataV1.csv
"Death Rate per 100,000: Age [75+]",False,../../../covid19-data/NY/data/dataV1.csv
"Hospitalized Rate per 100,000: Age [75+]",False,../../../covid19-data/NY/data/dataV1.csv
"Case Rate per 100,000: Total",False,../../../covid19-data/NY/data/dataV1.csv
"Death Rate per 100,000: Total",False,../../../covid19-data/NY/data/dataV1.csv
"Hospitalized Rate per 100,000: Total",False,../../../covid19-data/NY/data/dataV1.csv
Total Deaths,True,../../../covid19-data/NY/data/dataV1.csv
"Case Rate per 100,000: Female",False,../../../covid19-data/NY/data/dataV1.csv
"Death Rate per 100,000: Female",False,../../../covid19-data/NY/data/dataV1.csv
"Hospitalized Rate per 100,000: Female",False,../../../covid19-data/NY/data/dataV1.csv
Total Hospitalized,True,../../../covid19-data/NY/data/dataV1.csv
"Case Rate per 100,000: Male",False,../../../covid19-data/NY/data/dataV1.csv
"Death Rate per 100,000: Male",False,../../../covid19-data/NY/data/dataV1.csv
"Hospitalized Rate per 100,000: Male",False,../../../covid19-data/NY/data/dataV1.csv
Total New Cases,False,../../../covid19-data/NY/data/dataV1.csv
Scrape Time,False,../../../covid19-data/NY/data/dataV1.csv
"Case Rate per 100,000: Age [0-17]",False,../../../covid19-data/NY/data/dataV2.csv
"Death Rate per 100,000: Age [0-17]",False,../../../covid19-data/NY/data/dataV2.csv
"Hospitalized Rate per 100,000: Age [0-17]",False,../../../covid19-data/NY/data/dataV2.csv
"Case Rate per 100,000: Age [18-44]",False,../../../covid19-data/NY/data/dataV2.csv
"Death Rate per 100,000: Age [18-44]",False,../../../covid19-data/NY/data/dataV2.csv
"Hospitalized Rate per 100,000: Age [18-44]",False,../../../covid19-data/NY/data/dataV2.csv
"Case Rate per 100,000: Age [45-64]",False,../../../covid19-data/NY/data/dataV2.csv
"Death Rate per 100,000: Age [45-64]",False,../../../covid19-data/NY/data/dataV2.csv
"Hospitalized Rate per 100,000: Age [45-64]",False,../../../covid19-data/NY/data/dataV2.csv
"Case Rate per 100,000: Age [65-74]",False,../../../covid19-data/NY/data/dataV2.csv
"Death Rate per 100,000: Age [65-74]",False,../../../covid19-data/NY/data/dataV2.csv
"Hospitalized Rate per 100,000: Age [65-74]",False,../../../covid19-data/NY/data/dataV2.csv
"Case Rate per 100,000: Age [75+]",False,../../../covid19-data/NY/data/dataV2.csv
"Death Rate per 100,000: Age [75+]",False,../../../covid19-data/NY/data/dataV2.csv
"Hospitalized Rate per 100,000: Age [75+]",False,../../../covid19-data/NY/data/dataV2.csv
Total Cases,False,../../../covid19-data/NY/data/dataV2.csv
"Case Rate per 100,000: Total",False,../../../covid19-data/NY/data/dataV2.csv
"Death Rate per 100,000: Total",False,../../../covid19-data/NY/data/dataV2.csv
"Hospitalized Rate per 100,000: Total",False,../../../covid19-data/NY/data/dataV2.csv
Total Deaths,False,../../../covid19-data/NY/data/dataV2.csv
"Case Rate per 100,000: Female",False,../../../covid19-data/NY/data/dataV2.csv
"Death Rate per 100,000: Female",False,../../../covid19-data/NY/data/dataV2.csv
"Hospitalized Rate per 100,000: Female",False,../../../covid19-data/NY/data/dataV2.csv
Total Hospitalized,True,../../../covid19-data/NY/data/dataV2.csv
"Case Rate per 100,000: Male",False,../../../covid19-data/NY/data/dataV2.csv
"Death Rate per 100,000: Male",False,../../../covid19-data/NY/data/dataV2.csv
"Hospitalized Rate per 100,000: Male",False,../../../covid19-data/NY/data/dataV2.csv
Scrape Time,False,../../../covid19-data/NY/data/dataV2.csv
# Cases Age [0-4],False,../../../covid19-data/OK/data/data.csv
# Cases Age [5-17],False,../../../covid19-data/OK/data/data.csv
# Cases Age [18-35],False,../../../covid19-data/OK/data/data.csv
# Cases Age [36-49],False,../../../covid19-data/OK/data/data.csv
# Cases Age [50-64],False,../../../covid19-data/OK/data/data.csv
# Cases Age [65+],False,../../../covid19-data/OK/data/data.csv
Total Cases: Female,False,../../../covid19-data/OK/data/data.csv
Total Cases: Male,False,../../../covid19-data/OK/data/data.csv
Total Cases,False,../../../covid19-data/OK/data/data.csv
Scrape Time,False,../../../covid19-data/OK/data/data.csv
# Cases Age [0-9],False,../../../covid19-data/OR/data/data.csv
# Cases Age [10-19],False,../../../covid19-data/OR/data/data.csv
# Cases Age [20-29],False,../../../covid19-data/OR/data/data.csv
# Cases Age [30-39],False,../../../covid19-data/OR/data/data.csv
# Cases Age [40-49],False,../../../covid19-data/OR/data/data.csv
# Cases Age [50-59],False,../../../covid19-data/OR/data/data.csv
