NAMELABEL,ALLFIPS,LAST_UPDATE,Total,F_0_9,M_0_9,T_0_9,F_10_19,M_10_19,T_10_19,F_20_29,M_20_29,T_20_29,F_30_39,M_30_39,T_30_39,F_40_49,M_40_49,T_40_49,F_50_59,M_50_59,T_50_59,F_60_69,M_60_69,T_60_69,F_70_79,M_70_79,T_70_79,F_80_89,M_80_89,T_80_89,F_90_99,M_90_99,T_90_99,F_100,M_100,T_100,Notes,Scrape_Time
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10:31.0
Roosevelt,30085,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,10:31.0
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,10:31.0
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,10:31.0
Glacier,30035,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10:31.0
Gallatin,30031,2/6/19 19:00,109,0,1,1,2,1,3,15,11,26,11,11,22,10,7,17,5,9,14,8,14,22,2,0,2,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",13:56.7
Yellowstone,30111,10/14/16 20:00,38,0,0,0,0,2,2,6,6,12,1,3,4,2,3,5,4,4,8,3,1,4,0,0,0,1,2,3,0,0,0,0,0,0,,13:56.7
Flathead,30029,2/6/19 19:00,23,0,0,0,0,0,0,4,2,6,2,3,5,3,1,4,2,2,4,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",13:56.7
Missoula,30063,2/6/19 19:00,19,0,0,0,0,0,0,4,2,6,2,2,4,1,1,2,0,4,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,13:56.7
Toole,30101,12/30/09 19:00,15,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,1,1,2,0,0,0,1,1,2,2,0,2,2,0,2,0,0,0,,13:56.7
Lewis and Clark,30049,2/6/19 19:00,14,0,0,0,0,1,1,0,0,0,1,2,3,1,2,3,1,2,3,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,,13:56.7
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,13:56.7
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,13:56.7
Madison,30057,2/6/19 19:00,6,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,13:56.7
Park,30067,2/6/19 19:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,13:56.7
Lincoln,30053,12/30/09 19:00,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,13:56.7
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,13:56.7
Lake,30047,2/6/19 19:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,13:56.7
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13:56.7
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13:56.7
Ravalli,30081,12/30/09 19:00,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,13:56.7
Carbon,30009,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13:56.7
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13:56.7
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,13:56.7
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13:56.7
Roosevelt,30085,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,13:56.7
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,13:56.7
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,13:56.7
Glacier,30035,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13:56.7
Gallatin,30031,2/6/19 19:00,109,0,1,1,2,1,3,15,11,26,11,11,22,10,7,17,5,9,14,8,14,22,2,0,2,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",17:01.7
Yellowstone,30111,10/14/16 20:00,38,0,0,0,0,2,2,6,6,12,1,3,4,2,3,5,4,4,8,3,1,4,0,0,0,1,2,3,0,0,0,0,0,0,,17:01.7
Flathead,30029,2/6/19 19:00,23,0,0,0,0,0,0,4,2,6,2,3,5,3,1,4,2,2,4,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",17:01.7
Missoula,30063,2/6/19 19:00,19,0,0,0,0,0,0,4,2,6,2,2,4,1,1,2,0,4,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,17:01.7
Toole,30101,12/30/09 19:00,15,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,1,1,2,0,0,0,1,1,2,2,0,2,2,0,2,0,0,0,,17:01.7
Lewis and Clark,30049,2/6/19 19:00,14,0,0,0,0,1,1,0,0,0,1,2,3,1,2,3,1,2,3,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,,17:01.7
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,17:01.7
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,17:01.7
Madison,30057,2/6/19 19:00,6,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,17:01.7
Park,30067,2/6/19 19:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,17:01.7
Lincoln,30053,12/30/09 19:00,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,17:01.7
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,17:01.7
Lake,30047,2/6/19 19:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,17:01.7
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17:01.7
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17:01.7
Ravalli,30081,12/30/09 19:00,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,17:01.7
Carbon,30009,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17:01.7
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17:01.7
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,17:01.7
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17:01.7
Roosevelt,30085,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,17:01.7
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,17:01.7
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,17:01.7
Glacier,30035,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17:01.7
Gallatin,30031,2/6/19 19:00,109,0,1,1,2,1,3,15,11,26,11,11,22,10,7,17,5,9,14,8,14,22,2,0,2,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",17:31.8
Yellowstone,30111,10/14/16 20:00,38,0,0,0,0,2,2,6,6,12,1,3,4,2,3,5,4,4,8,3,1,4,0,0,0,1,2,3,0,0,0,0,0,0,,17:31.8
Flathead,30029,2/6/19 19:00,23,0,0,0,0,0,0,4,2,6,2,3,5,3,1,4,2,2,4,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",17:31.8
Missoula,30063,2/6/19 19:00,19,0,0,0,0,0,0,4,2,6,2,2,4,1,1,2,0,4,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,17:31.8
Toole,30101,12/30/09 19:00,15,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,1,1,2,0,0,0,1,1,2,2,0,2,2,0,2,0,0,0,,17:31.8
Lewis and Clark,30049,2/6/19 19:00,14,0,0,0,0,1,1,0,0,0,1,2,3,1,2,3,1,2,3,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,,17:31.8
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,17:31.8
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,17:31.8
Madison,30057,2/6/19 19:00,6,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,17:31.8
Park,30067,2/6/19 19:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,17:31.8
Lincoln,30053,12/30/09 19:00,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,17:31.8
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,17:31.8
Lake,30047,2/6/19 19:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,17:31.8
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17:31.8
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17:31.8
Ravalli,30081,12/30/09 19:00,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,17:31.8
Carbon,30009,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17:31.8
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17:31.8
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,17:31.8
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17:31.8
Roosevelt,30085,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,17:31.8
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,17:31.8
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,17:31.8
Glacier,30035,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17:31.8
Gallatin,30031,2/6/19 19:00,109,0,1,1,2,1,3,15,11,26,11,11,22,10,7,17,5,9,14,8,14,22,2,0,2,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",18:20.7
Yellowstone,30111,10/14/16 20:00,38,0,0,0,0,2,2,6,6,12,1,3,4,2,3,5,4,4,8,3,1,4,0,0,0,1,2,3,0,0,0,0,0,0,,18:20.7
Flathead,30029,2/6/19 19:00,23,0,0,0,0,0,0,4,2,6,2,3,5,3,1,4,2,2,4,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",18:20.7
Missoula,30063,2/6/19 19:00,19,0,0,0,0,0,0,4,2,6,2,2,4,1,1,2,0,4,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,18:20.7
Toole,30101,12/30/09 19:00,15,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,1,1,2,0,0,0,1,1,2,2,0,2,2,0,2,0,0,0,,18:20.7
Lewis and Clark,30049,2/6/19 19:00,14,0,0,0,0,1,1,0,0,0,1,2,3,1,2,3,1,2,3,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,,18:20.7
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,18:20.7
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,18:20.7
Madison,30057,2/6/19 19:00,6,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,18:20.7
Park,30067,2/6/19 19:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,18:20.7
Lincoln,30053,12/30/09 19:00,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,18:20.7
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,18:20.7
Lake,30047,2/6/19 19:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,18:20.7
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18:20.7
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18:20.7
Ravalli,30081,12/30/09 19:00,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,18:20.7
Carbon,30009,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18:20.7
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18:20.7
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,18:20.7
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18:20.7
Roosevelt,30085,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,18:20.7
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,18:20.7
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,18:20.7
Glacier,30035,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18:20.7
Gallatin,30031,2/6/19 19:00,109,0,1,1,2,1,3,15,11,26,11,11,22,10,7,17,5,9,14,8,14,22,2,0,2,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",18:40.6
Yellowstone,30111,10/14/16 20:00,38,0,0,0,0,2,2,6,6,12,1,3,4,2,3,5,4,4,8,3,1,4,0,0,0,1,2,3,0,0,0,0,0,0,,18:40.6
Flathead,30029,2/6/19 19:00,23,0,0,0,0,0,0,4,2,6,2,3,5,3,1,4,2,2,4,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",18:40.6
Missoula,30063,2/6/19 19:00,19,0,0,0,0,0,0,4,2,6,2,2,4,1,1,2,0,4,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,18:40.6
Toole,30101,12/30/09 19:00,15,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,1,1,2,0,0,0,1,1,2,2,0,2,2,0,2,0,0,0,,18:40.6
Lewis and Clark,30049,2/6/19 19:00,14,0,0,0,0,1,1,0,0,0,1,2,3,1,2,3,1,2,3,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,,18:40.6
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,18:40.6
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,18:40.6
Madison,30057,2/6/19 19:00,6,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,18:40.6
Park,30067,2/6/19 19:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,18:40.6
Lincoln,30053,12/30/09 19:00,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,18:40.6
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,18:40.6
Lake,30047,2/6/19 19:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,18:40.6
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18:40.6
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18:40.6
Ravalli,30081,12/30/09 19:00,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,18:40.6
Carbon,30009,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18:40.6
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18:40.6
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,18:40.6
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18:40.6
Roosevelt,30085,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,18:40.6
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,18:40.6
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,18:40.6
Glacier,30035,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18:40.6
Gallatin,30031,2/6/19 19:00,109,0,1,1,2,1,3,15,11,26,11,11,22,10,7,17,5,9,14,8,14,22,2,0,2,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",19:03.0
Yellowstone,30111,10/14/16 20:00,38,0,0,0,0,2,2,6,6,12,1,3,4,2,3,5,4,4,8,3,1,4,0,0,0,1,2,3,0,0,0,0,0,0,,19:03.0
Flathead,30029,2/6/19 19:00,23,0,0,0,0,0,0,4,2,6,2,3,5,3,1,4,2,2,4,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",19:03.0
Missoula,30063,2/6/19 19:00,19,0,0,0,0,0,0,4,2,6,2,2,4,1,1,2,0,4,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,19:03.0
Toole,30101,12/30/09 19:00,15,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,1,1,2,0,0,0,1,1,2,2,0,2,2,0,2,0,0,0,,19:03.0
Lewis and Clark,30049,2/6/19 19:00,14,0,0,0,0,1,1,0,0,0,1,2,3,1,2,3,1,2,3,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,,19:03.0
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,19:03.0
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,19:03.0
Madison,30057,2/6/19 19:00,6,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,19:03.0
Park,30067,2/6/19 19:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,19:03.0
Lincoln,30053,12/30/09 19:00,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,19:03.0
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,19:03.0
Lake,30047,2/6/19 19:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,19:03.0
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:03.0
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:03.0
Ravalli,30081,12/30/09 19:00,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,19:03.0
Carbon,30009,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:03.0
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:03.0
