county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
Ventura,3866.0,47.0,179,0,07/05/20
Trinity,2.0,0.0,0,0,07/05/20
Mariposa,31.0,1.0,3,0,07/05/20
El Dorado,227.0,0.0,16,0,07/05/20
Sonoma,1369.0,11.0,-1,0,07/05/20
Shasta,138.0,5.0,3,0,07/05/20
Lassen,219.0,0.0,0,0,07/05/20
Colusa,79.0,0.0,3,0,07/05/20
Lake,92.0,0.0,6,0,07/05/20
Modoc,0.0,0.0,0,0,07/05/20
Tulare,4981.0,136.0,179,0,07/05/20
San Benito,258.0,2.0,3,0,07/05/20
Alameda,6861.0,140.0,124,0,07/05/20
Marin,2080.0,19.0,118,0,07/05/20
San Diego,16728.0,387.0,562,0,07/05/20
Out Of Country,0.0,0.0,0,0,07/05/20
Glenn,129.0,0.0,1,0,07/05/20
Siskiyou,30.0,0.0,0,0,07/05/20
Madera,564.0,5.0,-4,0,07/05/20
Tehama,95.0,1.0,3,0,07/05/20
Sutter,241.0,3.0,16,0,07/05/20
Napa,450.0,4.0,24,0,07/05/20
Los Angeles,115133.0,3454.0,7877,0,07/05/20
Sacramento,4265.0,69.0,226,0,07/05/20
Merced,1340.0,11.0,88,0,07/05/20
Kings,2546.0,33.0,37,0,07/05/20
Kern,5351.0,81.0,120,0,07/05/20
Riverside,21511.0,479.0,3,0,07/05/20
Unassigned,7.0,0.0,2,0,07/05/20
Contra Costa,3665.0,81.0,82,0,07/05/20
Del Norte,57.0,0.0,7,0,07/05/20
San Bernardino,15026.0,269.0,390,0,07/05/20
Stanislaus,3777.0,45.0,205,1,07/05/20
Plumas,11.0,0.0,0,0,07/05/20
Humboldt,147.0,4.0,3,0,07/05/20
Amador,31.0,0.0,0,0,07/05/20
Imperial,6441.0,114.0,0,0,07/05/20
Yolo,644.0,26.0,29,1,07/05/20
Santa Clara,5369.0,164.0,132,3,07/06/20
San Mateo,3650.0,108.0,75,0,07/06/20
Santa Barbara,3763.0,29.0,92,0,07/06/20
Tuolumne,30.0,0.0,0,0,07/06/20
Sierra,1.0,0.0,0,0,07/06/20
Placer,904.0,11.0,49,0,07/06/20
San Luis Obispo,751.0,2.0,21,0,07/06/20
Solano,1668.0,25.0,121,0,07/06/20
Monterey,2078.0,15.0,84,0,07/06/20
Yuba,124.0,2.0,9,0,07/06/20
San Francisco,3861.0,50.0,0,0,07/06/20
Orange,20167.0,366.0,737,0,07/06/20
Mono,40.0,1.0,1,0,07/06/20
Calaveras,45.0,0.0,0,0,07/06/20
Alpine,1.0,0.0,0,0,07/06/20
Nevada,146.0,1.0,5,0,07/06/20
Butte,257.0,3.0,9,0,07/06/20
Santa Cruz,466.0,3.0,-1,0,07/06/20
Mendocino,72.0,0.0,0,0,07/06/20
Fresno,6364.0,78.0,178,1,07/06/20
Inyo,32.0,1.0,0,0,07/06/20
San Joaquin,5104.0,55.0,89,0,07/06/20
Ventura,3912.0,50.0,46,3,07/06/20
Trinity,2.0,0.0,0,0,07/06/20
Mariposa,31.0,1.0,0,0,07/06/20
El Dorado,232.0,0.0,5,0,07/06/20
Sonoma,1369.0,11.0,0,0,07/06/20
Shasta,143.0,5.0,5,0,07/06/20
Lassen,219.0,0.0,0,0,07/06/20
Colusa,80.0,0.0,1,0,07/06/20
Lake,93.0,0.0,1,0,07/06/20
Modoc,0.0,0.0,0,0,07/06/20
Tulare,5039.0,136.0,58,0,07/06/20
San Benito,264.0,2.0,6,0,07/06/20
Alameda,6970.0,140.0,109,0,07/06/20
Marin,2136.0,19.0,56,0,07/06/20
San Diego,17002.0,387.0,274,0,07/06/20
Out Of Country,0.0,0.0,0,0,07/06/20
Glenn,129.0,0.0,0,0,07/06/20
Siskiyou,30.0,0.0,0,0,07/06/20
Madera,734.0,5.0,170,0,07/06/20
Tehama,95.0,1.0,0,0,07/06/20
Sutter,250.0,3.0,9,0,07/06/20
Napa,454.0,4.0,4,0,07/06/20
Los Angeles,116707.0,3534.0,1574,80,07/06/20
Sacramento,4420.0,74.0,155,5,07/06/20
Merced,1396.0,11.0,56,0,07/06/20
Kings,2583.0,37.0,37,4,07/06/20
Kern,5491.0,82.0,140,1,07/06/20
Riverside,22485.0,486.0,974,7,07/06/20
Unassigned,8.0,0.0,1,0,07/06/20
Contra Costa,3901.0,85.0,236,4,07/06/20
Del Norte,57.0,0.0,0,0,07/06/20
San Bernardino,15346.0,269.0,320,0,07/06/20
Stanislaus,3983.0,45.0,206,0,07/06/20
Plumas,11.0,0.0,0,0,07/06/20
Humboldt,148.0,4.0,1,0,07/06/20
Amador,33.0,0.0,2,0,07/06/20
Imperial,6443.0,117.0,2,3,07/06/20
Yolo,685.0,26.0,41,0,07/06/20
Santa Clara,5438.0,165.0,69,1,07/07/20
San Mateo,3691.0,111.0,41,3,07/07/20
Santa Barbara,3866.0,30.0,103,1,07/07/20
Tuolumne,40.0,0.0,10,0,07/07/20
Sierra,1.0,0.0,0,0,07/07/20
Placer,930.0,11.0,26,0,07/07/20
San Luis Obispo,795.0,2.0,44,0,07/07/20
Solano,1776.0,27.0,108,2,07/07/20
Monterey,2166.0,17.0,88,2,07/07/20
Yuba,138.0,2.0,14,0,07/07/20
San Francisco,4045.0,50.0,184,0,07/07/20
Orange,21741.0,369.0,1574,3,07/07/20
Mono,42.0,1.0,2,0,07/07/20
Calaveras,58.0,0.0,13,0,07/07/20
Alpine,1.0,0.0,0,0,07/07/20
Nevada,150.0,1.0,4,0,07/07/20
Butte,269.0,3.0,12,0,07/07/20
Santa Cruz,502.0,3.0,36,0,07/07/20
Mendocino,82.0,0.0,10,0,07/07/20
Fresno,6738.0,81.0,374,3,07/07/20
Inyo,32.0,1.0,0,0,07/07/20
San Joaquin,5547.0,58.0,443,3,07/07/20
Ventura,3992.0,50.0,80,0,07/07/20
Trinity,2.0,0.0,0,0,07/07/20
Mariposa,31.0,1.0,0,0,07/07/20
El Dorado,244.0,0.0,12,0,07/07/20
Sonoma,1473.0,12.0,104,1,07/07/20
Shasta,144.0,5.0,1,0,07/07/20
Lassen,219.0,0.0,0,0,07/07/20
Colusa,84.0,0.0,4,0,07/07/20
Lake,94.0,0.0,1,0,07/07/20
Modoc,0.0,0.0,0,0,07/07/20
Tulare,5189.0,139.0,150,3,07/07/20
San Benito,274.0,2.0,10,0,07/07/20
Alameda,7097.0,140.0,127,0,07/07/20
Marin,2627.0,20.0,491,1,07/07/20
San Diego,17580.0,399.0,578,12,07/07/20
Out Of Country,0.0,0.0,0,0,07/07/20
Glenn,145.0,0.0,16,0,07/07/20
Siskiyou,30.0,0.0,0,0,07/07/20
Madera,794.0,7.0,60,2,07/07/20
Tehama,95.0,1.0,0,0,07/07/20
Sutter,273.0,3.0,23,0,07/07/20
Napa,459.0,4.0,5,0,07/07/20
Los Angeles,121026.0,3579.0,4319,45,07/07/20
Sacramento,4592.0,76.0,172,2,07/07/20
Merced,1531.0,11.0,135,0,07/07/20
Kings,2623.0,37.0,40,0,07/07/20
Kern,5645.0,84.0,154,2,07/07/20
Riverside,23279.0,506.0,794,20,07/07/20
Unassigned,6.0,0.0,-2,0,07/07/20
Contra Costa,4131.0,86.0,230,1,07/07/20
Del Norte,57.0,0.0,0,0,07/07/20
San Bernardino,16004.0,272.0,658,3,07/07/20
Stanislaus,4101.0,45.0,118,0,07/07/20
Plumas,12.0,0.0,1,0,07/07/20
Humboldt,150.0,4.0,2,0,07/07/20
Amador,33.0,0.0,0,0,07/07/20
Imperial,6678.0,121.0,235,4,07/07/20
Yolo,706.0,26.0,21,0,07/07/20
Santa Clara,5510.0,165.0,72,0,07/08/20
San Mateo,3733.0,111.0,42,0,07/08/20
Santa Barbara,3985.0,29.0,119,-1,07/08/20
Tuolumne,42.0,0.0,2,0,07/08/20
Sierra,1.0,0.0,0,0,07/08/20
Placer,948.0,11.0,18,0,07/08/20
San Luis Obispo,825.0,3.0,30,1,07/08/20
Solano,1821.0,27.0,45,0,07/08/20
Monterey,2182.0,17.0,16,0,07/08/20
Yuba,145.0,2.0,7,0,07/08/20
San Francisco,4093.0,50.0,48,0,07/08/20
Orange,22088.0,376.0,347,7,07/08/20
Mono,45.0,1.0,3,0,07/08/20
Calaveras,58.0,0.0,0,0,07/08/20
Alpine,1.0,0.0,0,0,07/08/20
Nevada,156.0,1.0,6,0,07/08/20
Butte,281.0,4.0,12,1,07/08/20
Santa Cruz,509.0,3.0,7,0,07/08/20
Mendocino,84.0,0.0,2,0,07/08/20
Fresno,7102.0,84.0,364,3,07/08/20
Inyo,35.0,1.0,3,0,07/08/20
San Joaquin,5759.0,61.0,212,3,07/08/20
Ventura,4139.0,50.0,147,0,07/08/20
Trinity,2.0,0.0,0,0,07/08/20
Mariposa,31.0,1.0,0,0,07/08/20
El Dorado,248.0,0.0,4,0,07/08/20
Sonoma,1495.0,14.0,22,2,07/08/20
Shasta,148.0,5.0,4,0,07/08/20
Lassen,221.0,0.0,2,0,07/08/20
Colusa,90.0,0.0,6,0,07/08/20
Lake,97.0,1.0,3,1,07/08/20
Modoc,0.0,0.0,0,0,07/08/20
Tulare,5307.0,148.0,118,9,07/08/20
San Benito,282.0,2.0,8,0,07/08/20
Alameda,7335.0,142.0,238,2,07/08/20
Marin,2756.0,23.0,129,3,07/08/20
San Diego,17844.0,406.0,264,7,07/08/20
Out Of Country,0.0,0.0,0,0,07/08/20
Glenn,146.0,0.0,1,0,07/08/20
Siskiyou,31.0,0.0,1,0,07/08/20
Madera,828.0,8.0,34,1,07/08/20
Tehama,100.0,1.0,5,0,07/08/20
Sutter,298.0,4.0,25,1,07/08/20
Napa,468.0,4.0,9,0,07/08/20
Los Angeles,123462.0,3642.0,2436,63,07/08/20
Sacramento,4799.0,78.0,207,2,07/08/20
Merced,1578.0,12.0,47,1,07/08/20
Kings,2629.0,38.0,6,1,07/08/20
Kern,5873.0,87.0,228,3,07/08/20
Riverside,24042.0,515.0,763,9,07/08/20
Unassigned,5.0,0.0,-1,0,07/08/20
Contra Costa,4268.0,86.0,137,0,07/08/20
Del Norte,57.0,0.0,0,0,07/08/20
San Bernardino,16510.0,293.0,506,21,07/08/20
Stanislaus,4344.0,50.0,243,5,07/08/20
Plumas,12.0,0.0,0,0,07/08/20
Humboldt,162.0,4.0,12,0,07/08/20
Amador,35.0,0.0,2,0,07/08/20
Imperial,6727.0,125.0,49,4,07/08/20
Yolo,727.0,26.0,21,0,07/08/20
Santa Clara,5638.0,166.0,128,1,07/09/20
San Mateo,3792.0,111.0,59,0,07/09/20
Santa Barbara,4068.0,29.0,83,0,07/09/20
Tuolumne,47.0,0.0,5,0,07/09/20
Sierra,1.0,0.0,0,0,07/09/20
Placer,982.0,11.0,34,0,07/09/20
San Luis Obispo,869.0,4.0,44,1,07/09/20
Solano,1892.0,27.0,71,0,07/09/20
Monterey,2223.0,17.0,41,0,07/09/20
Yuba,152.0,3.0,7,1,07/09/20
San Francisco,4143.0,50.0,50,0,07/09/20
Orange,22960.0,402.0,872,26,07/09/20
Mono,45.0,1.0,0,0,07/09/20
Calaveras,59.0,0.0,1,0,07/09/20
Alpine,1.0,0.0,0,0,07/09/20
Nevada,156.0,1.0,0,0,07/09/20
Butte,295.0,4.0,14,0,07/09/20
Santa Cruz,526.0,3.0,17,0,07/09/20
Mendocino,88.0,0.0,4,0,07/09/20
Fresno,7385.0,87.0,283,3,07/09/20
Inyo,35.0,1.0,0,0,07/09/20
San Joaquin,6004.0,67.0,245,6,07/09/20
Ventura,4278.0,53.0,139,3,07/09/20
Trinity,2.0,0.0,0,0,07/09/20
Mariposa,32.0,1.0,1,0,07/09/20
El Dorado,255.0,0.0,7,0,07/09/20
Sonoma,1584.0,14.0,89,0,07/09/20
Shasta,155.0,6.0,7,1,07/09/20
Lassen,221.0,0.0,0,0,07/09/20
Colusa,97.0,0.0,7,0,07/09/20
Lake,99.0,1.0,2,0,07/09/20
Modoc,0.0,0.0,0,0,07/09/20
Tulare,5501.0,148.0,194,0,07/09/20
San Benito,295.0,2.0,13,0,07/09/20
Alameda,7433.0,146.0,98,4,07/09/20
Marin,2975.0,23.0,219,0,07/09/20
San Diego,18404.0,415.0,560,9,07/09/20
Out Of Country,0.0,0.0,0,0,07/09/20
Glenn,150.0,0.0,4,0,07/09/20
Siskiyou,31.0,0.0,0,0,07/09/20
Madera,850.0,8.0,22,0,07/09/20
Tehama,102.0,1.0,2,0,07/09/20
Sutter,321.0,4.0,23,0,07/09/20
Napa,468.0,4.0,0,0,07/09/20
Los Angeles,125062.0,3689.0,1600,47,07/09/20
Sacramento,4950.0,78.0,151,0,07/09/20
Merced,1728.0,12.0,150,0,07/09/20
Kings,2686.0,39.0,57,1,07/09/20
Kern,6100.0,89.0,227,2,07/09/20
Riverside,24980.0,533.0,938,18,07/09/20
Unassigned,4.0,0.0,-1,0,07/09/20
Contra Costa,4388.0,88.0,120,2,07/09/20
Del Norte,57.0,0.0,0,0,07/09/20
San Bernardino,17339.0,304.0,829,11,07/09/20
Stanislaus,4633.0,50.0,289,0,07/09/20
Plumas,12.0,0.0,0,0,07/09/20
Humboldt,166.0,4.0,4,0,07/09/20
Amador,36.0,0.0,1,0,07/09/20
Imperial,6778.0,127.0,51,2,07/09/20
Yolo,764.0,28.0,37,2,07/09/20
Santa Clara,5819.0,166.0,181,0,07/10/20
San Mateo,3844.0,112.0,52,1,07/10/20
Santa Barbara,4177.0,31.0,109,2,07/10/20
Tuolumne,49.0,0.0,2,0,07/10/20
Sierra,1.0,0.0,0,0,07/10/20
Placer,1002.0,11.0,20,0,07/10/20
San Luis Obispo,891.0,4.0,22,0,07/10/20
Solano,1950.0,28.0,58,1,07/10/20
Monterey,2285.0,18.0,62,1,07/10/20
Yuba,164.0,3.0,12,0,07/10/20
San Francisco,4305.0,50.0,162,0,07/10/20
Orange,23692.0,412.0,732,10,07/10/20
Mono,45.0,1.0,0,0,07/10/20
Calaveras,61.0,0.0,2,0,07/10/20
Alpine,1.0,0.0,0,0,07/10/20
Nevada,161.0,1.0,5,0,07/10/20
Butte,318.0,4.0,23,0,07/10/20
Santa Cruz,540.0,3.0,14,0,07/10/20
Mendocino,88.0,0.0,0,0,07/10/20
Fresno,7760.0,87.0,375,0,07/10/20
Inyo,35.0,1.0,0,0,07/10/20
San Joaquin,6225.0,68.0,221,1,07/10/20
Ventura,4416.0,53.0,138,0,07/10/20
Trinity,2.0,0.0,0,0,07/10/20
Mariposa,31.0,1.0,-1,0,07/10/20
El Dorado,266.0,0.0,11,0,07/10/20
Sonoma,1606.0,14.0,22,0,07/10/20
Shasta,158.0,6.0,3,0,07/10/20
Lassen,235.0,0.0,14,0,07/10/20
Colusa,103.0,0.0,6,0,07/10/20
Lake,104.0,1.0,5,0,07/10/20
Modoc,0.0,0.0,0,0,07/10/20
Tulare,5677.0,152.0,176,4,07/10/20
San Benito,302.0,2.0,7,0,07/10/20
Alameda,7551.0,147.0,118,1,07/10/20
Marin,3101.0,23.0,126,0,07/10/20
San Diego,18862.0,420.0,458,5,07/10/20
Out Of Country,0.0,0.0,0,0,07/10/20
Glenn,157.0,0.0,7,0,07/10/20
Siskiyou,31.0,0.0,0,0,07/10/20
Madera,914.0,8.0,64,0,07/10/20
Tehama,107.0,1.0,5,0,07/10/20
Sutter,338.0,4.0,17,0,07/10/20
Napa,496.0,4.0,28,0,07/10/20
Los Angeles,127503.0,3738.0,2441,49,07/10/20
Sacramento,5181.0,79.0,231,1,07/10/20
Merced,1802.0,12.0,74,0,07/10/20
Kings,2707.0,39.0,21,0,07/10/20
Kern,6344.0,97.0,244,8,07/10/20
Riverside,25481.0,537.0,501,4,07/10/20
Unassigned,5.0,0.0,1,0,07/10/20
Contra Costa,4482.0,88.0,94,0,07/10/20
Del Norte,57.0,0.0,0,0,07/10/20
San Bernardino,18242.0,304.0,903,0,07/10/20
Stanislaus,4781.0,51.0,148,1,07/10/20
Plumas,12.0,0.0,0,0,07/10/20
Humboldt,168.0,4.0,2,0,07/10/20
Amador,37.0,0.0,1,0,07/10/20
Imperial,6878.0,132.0,100,5,07/10/20
Yolo,794.0,28.0,30,0,07/10/20
Santa Clara,5959.0,166.0,140,0,07/11/20
San Mateo,3956.0,112.0,112,0,07/11/20
Santa Barbara,4283.0,31.0,106,0,07/11/20
Tuolumne,50.0,0.0,1,0,07/11/20
Sierra,1.0,0.0,0,0,07/11/20
Placer,1029.0,11.0,27,0,07/11/20
San Luis Obispo,930.0,4.0,39,0,07/11/20
Solano,2034.0,28.0,84,0,07/11/20
Monterey,2376.0,18.0,91,0,07/11/20
Yuba,175.0,3.0,11,0,07/11/20
San Francisco,4430.0,50.0,125,0,07/11/20
Orange,24430.0,421.0,738,9,07/11/20
Mono,45.0,1.0,0,0,07/11/20
Calaveras,62.0,0.0,1,0,07/11/20
Alpine,1.0,0.0,0,0,07/11/20
Nevada,163.0,1.0,2,0,07/11/20
Butte,325.0,4.0,7,0,07/11/20
Santa Cruz,571.0,3.0,31,0,07/11/20
Mendocino,88.0,0.0,0,0,07/11/20
Fresno,8086.0,88.0,326,1,07/11/20
Inyo,35.0,1.0,0,0,07/11/20
San Joaquin,6518.0,68.0,293,0,07/11/20
Ventura,4545.0,53.0,129,0,07/11/20
Trinity,2.0,0.0,0,0,07/11/20
Mariposa,31.0,1.0,0,0,07/11/20
El Dorado,283.0,0.0,17,0,07/11/20
Sonoma,1690.0,14.0,84,0,07/11/20
Shasta,168.0,6.0,10,0,07/11/20
Lassen,237.0,0.0,2,0,07/11/20
Colusa,110.0,0.0,7,0,07/11/20
Lake,110.0,1.0,6,0,07/11/20
Modoc,0.0,0.0,0,0,07/11/20
Tulare,5780.0,152.0,103,0,07/11/20
San Benito,314.0,2.0,12,0,07/11/20
Alameda,7845.0,148.0,294,1,07/11/20
Marin,3191.0,23.0,90,0,07/11/20
San Diego,19371.0,422.0,509,2,07/11/20
Out Of Country,0.0,0.0,0,0,07/11/20
Glenn,161.0,0.0,4,0,07/11/20
Siskiyou,36.0,0.0,5,0,07/11/20
Madera,988.0,8.0,74,0,07/11/20
Tehama,111.0,1.0,4,0,07/11/20
Sutter,352.0,4.0,14,0,07/11/20
Napa,509.0,4.0,13,0,07/11/20
Los Angeles,130479.0,3793.0,2976,55,07/11/20
Sacramento,5367.0,79.0,186,0,07/11/20
Merced,1851.0,12.0,49,0,07/11/20
Kings,2753.0,39.0,46,0,07/11/20
Kern,6509.0,97.0,165,0,07/11/20
Riverside,25994.0,537.0,513,0,07/11/20
Unassigned,3.0,0.0,-2,0,07/11/20
Contra Costa,4650.0,89.0,168,1,07/11/20
Del Norte,59.0,0.0,2,0,07/11/20
San Bernardino,18907.0,304.0,665,0,07/11/20
Stanislaus,4911.0,51.0,130,0,07/11/20
Plumas,12.0,0.0,0,0,07/11/20
Humboldt,174.0,4.0,6,0,07/11/20
Amador,37.0,0.0,0,0,07/11/20
Imperial,6884.0,135.0,6,3,07/11/20
Yolo,833.0,28.0,39,0,07/11/20
Santa Clara,6252.0,166.0,293,0,07/12/20
San Mateo,3988.0,112.0,32,0,07/12/20
Santa Barbara,4353.0,31.0,70,0,07/12/20
Tuolumne,52.0,0.0,2,0,07/12/20
Sierra,1.0,0.0,0,0,07/12/20
Placer,1058.0,11.0,29,0,07/12/20
San Luis Obispo,972.0,4.0,42,0,07/12/20
Solano,2037.0,28.0,3,0,07/12/20
Monterey,2521.0,18.0,145,0,07/12/20
Yuba,188.0,3.0,13,0,07/12/20
San Francisco,4535.0,50.0,105,0,07/12/20
Orange,25399.0,423.0,969,2,07/12/20
Mono,45.0,1.0,0,0,07/12/20
Calaveras,62.0,0.0,0,0,07/12/20
Alpine,1.0,0.0,0,0,07/12/20
Nevada,166.0,1.0,3,0,07/12/20
Butte,341.0,4.0,16,0,07/12/20
Santa Cruz,573.0,3.0,2,0,07/12/20
Mendocino,88.0,0.0,0,0,07/12/20
Fresno,8407.0,88.0,321,0,07/12/20
Inyo,35.0,1.0,0,0,07/12/20
San Joaquin,6703.0,68.0,185,0,07/12/20
Ventura,4724.0,53.0,179,0,07/12/20
Trinity,2.0,0.0,0,0,07/12/20
Mariposa,31.0,1.0,0,0,07/12/20
El Dorado,290.0,0.0,7,0,07/12/20
Sonoma,1743.0,16.0,53,2,07/12/20
Shasta,173.0,6.0,5,0,07/12/20
Lassen,237.0,0.0,0,0,07/12/20
Colusa,116.0,0.0,6,0,07/12/20
Lake,114.0,1.0,4,0,07/12/20
Modoc,0.0,0.0,0,0,07/12/20
Tulare,5864.0,152.0,84,0,07/12/20
San Benito,324.0,2.0,10,0,07/12/20
Alameda,8056.0,148.0,211,0,07/12/20
Marin,3358.0,23.0,167,0,07/12/20
San Diego,19929.0,422.0,558,0,07/12/20
Out Of Country,0.0,0.0,0,0,07/12/20
Glenn,166.0,0.0,5,0,07/12/20
Siskiyou,36.0,0.0,0,0,07/12/20
Madera,1025.0,8.0,37,0,07/12/20
Tehama,111.0,1.0,0,0,07/12/20
Sutter,362.0,4.0,10,0,07/12/20
Napa,519.0,4.0,10,0,07/12/20
Los Angeles,133830.0,3809.0,3351,16,07/12/20
Sacramento,5515.0,79.0,148,0,07/12/20
Merced,1908.0,12.0,57,0,07/12/20
Kings,2779.0,39.0,26,0,07/12/20
Kern,6662.0,97.0,153,0,07/12/20
Riverside,26404.0,537.0,410,0,07/12/20
Unassigned,5.0,0.0,2,0,07/12/20
Contra Costa,4708.0,90.0,58,1,07/12/20
Del Norte,59.0,0.0,0,0,07/12/20
San Bernardino,19042.0,306.0,135,2,07/12/20
Stanislaus,5177.0,51.0,266,0,07/12/20
Plumas,14.0,0.0,2,0,07/12/20
Humboldt,174.0,4.0,0,0,07/12/20
Amador,40.0,0.0,3,0,07/12/20
Imperial,6999.0,135.0,115,0,07/12/20
Yolo,889.0,28.0,56,0,07/12/20
Santa Clara,6488.0,167.0,236,1,07/13/20
San Mateo,4057.0,112.0,69,0,07/13/20
Santa Barbara,4441.0,31.0,88,0,07/13/20
Tuolumne,56.0,0.0,4,0,07/13/20
Sierra,1.0,0.0,0,0,07/13/20
Placer,1096.0,11.0,38,0,07/13/20
San Luis Obispo,989.0,5.0,17,1,07/13/20
Solano,2046.0,31.0,9,3,07/13/20
Monterey,2613.0,18.0,92,0,07/13/20
Yuba,194.0,3.0,6,0,07/13/20
San Francisco,4595.0,50.0,60,0,07/13/20
Orange,25978.0,424.0,579,1,07/13/20
Mono,47.0,1.0,2,0,07/13/20
Calaveras,63.0,0.0,1,0,07/13/20
Alpine,1.0,0.0,0,0,07/13/20
Nevada,172.0,1.0,6,0,07/13/20
Butte,354.0,4.0,13,0,07/13/20
Santa Cruz,574.0,3.0,1,0,07/13/20
Mendocino,87.0,0.0,-1,0,07/13/20
Fresno,8666.0,88.0,259,0,07/13/20
Inyo,35.0,1.0,0,0,07/13/20
San Joaquin,6927.0,70.0,224,2,07/13/20
Ventura,4800.0,53.0,76,0,07/13/20
Trinity,2.0,0.0,0,0,07/13/20
Mariposa,31.0,1.0,0,0,07/13/20
El Dorado,298.0,0.0,8,0,07/13/20
Sonoma,1818.0,16.0,75,0,07/13/20
Shasta,185.0,6.0,12,0,07/13/20
Lassen,237.0,0.0,0,0,07/13/20
Colusa,116.0,0.0,0,0,07/13/20
Lake,118.0,1.0,4,0,07/13/20
Modoc,0.0,0.0,0,0,07/13/20
Tulare,5930.0,152.0,66,0,07/13/20
San Benito,343.0,2.0,19,0,07/13/20
Alameda,8115.0,148.0,59,0,07/13/20
Marin,3402.0,28.0,44,5,07/13/20
San Diego,20348.0,422.0,419,0,07/13/20
Out Of Country,0.0,0.0,0,0,07/13/20
Glenn,168.0,0.0,2,0,07/13/20
Siskiyou,37.0,0.0,1,0,07/13/20
Madera,1059.0,8.0,34,0,07/13/20
Tehama,112.0,1.0,1,0,07/13/20
Sutter,379.0,4.0,17,0,07/13/20
Napa,534.0,4.0,15,0,07/13/20
Los Angeles,136368.0,3822.0,2538,13,07/13/20
Sacramento,5747.0,83.0,232,4,07/13/20
Merced,2007.0,12.0,99,0,07/13/20
Kings,2824.0,40.0,45,1,07/13/20
Kern,6808.0,98.0,146,1,07/13/20
Riverside,27136.0,550.0,732,13,07/13/20
Unassigned,8.0,0.0,3,0,07/13/20
Contra Costa,4882.0,90.0,174,0,07/13/20
Del Norte,59.0,0.0,0,0,07/13/20
San Bernardino,19610.0,307.0,568,1,07/13/20
Stanislaus,5324.0,51.0,147,0,07/13/20
Plumas,14.0,0.0,0,0,07/13/20
Humboldt,174.0,4.0,0,0,07/13/20
Amador,42.0,0.0,2,0,07/13/20
Imperial,7052.0,136.0,53,1,07/13/20
Yolo,941.0,28.0,52,0,07/13/20
Santa Clara,6686.0,170.0,198,3,07/14/20
San Mateo,4173.0,114.0,116,2,07/14/20
Santa Barbara,4641.0,31.0,200,0,07/14/20
Tuolumne,68.0,0.0,12,0,07/14/20
Sierra,1.0,0.0,0,0,07/14/20
Placer,1122.0,11.0,26,0,07/14/20
San Luis Obispo,1060.0,5.0,71,0,07/14/20
Solano,2266.0,31.0,220,0,07/14/20
Monterey,2724.0,18.0,111,0,07/14/20
Yuba,210.0,3.0,16,0,07/14/20
San Francisco,4659.0,50.0,64,0,07/14/20
Orange,26915.0,433.0,937,9,07/14/20
Mono,48.0,1.0,1,0,07/14/20
Calaveras,74.0,0.0,11,0,07/14/20
Alpine,1.0,0.0,0,0,07/14/20
Nevada,180.0,1.0,8,0,07/14/20
Butte,382.0,4.0,28,0,07/14/20
Santa Cruz,639.0,3.0,65,0,07/14/20
Mendocino,110.0,0.0,23,0,07/14/20
Fresno,8941.0,91.0,275,3,07/14/20
Inyo,35.0,1.0,0,0,07/14/20
San Joaquin,7143.0,73.0,216,3,07/14/20
Ventura,4950.0,53.0,150,0,07/14/20
Trinity,2.0,0.0,0,0,07/14/20
Mariposa,32.0,1.0,1,0,07/14/20
El Dorado,324.0,0.0,26,0,07/14/20
Sonoma,1866.0,16.0,48,0,07/14/20
Shasta,190.0,6.0,5,0,07/14/20
Lassen,263.0,0.0,26,0,07/14/20
Colusa,128.0,0.0,12,0,07/14/20
Lake,120.0,1.0,2,0,07/14/20
Modoc,0.0,0.0,0,0,07/14/20
Tulare,6199.0,153.0,269,1,07/14/20
San Benito,360.0,2.0,17,0,07/14/20
Alameda,8388.0,152.0,273,4,07/14/20
Marin,3451.0,28.0,49,0,07/14/20
San Diego,20887.0,436.0,539,14,07/14/20
Out Of Country,0.0,0.0,0,0,07/14/20
Glenn,177.0,0.0,9,0,07/14/20
Siskiyou,38.0,0.0,1,0,07/14/20
Madera,1118.0,9.0,59,1,07/14/20
Tehama,123.0,1.0,11,0,07/14/20
Sutter,405.0,4.0,26,0,07/14/20
Napa,557.0,4.0,23,0,07/14/20
Los Angeles,140632.0,3894.0,4264,72,07/14/20
Sacramento,5978.0,91.0,231,8,07/14/20
Merced,2084.0,13.0,77,1,07/14/20
Kings,2867.0,40.0,43,0,07/14/20
Kern,6979.0,98.0,171,0,07/14/20
Riverside,27850.0,553.0,714,3,07/14/20
Unassigned,4.0,0.0,-4,0,07/14/20
Contra Costa,5110.0,92.0,228,2,07/14/20
Del Norte,60.0,0.0,1,0,07/14/20
San Bernardino,20489.0,309.0,879,2,07/14/20
Stanislaus,5631.0,57.0,307,6,07/14/20
Plumas,14.0,0.0,0,0,07/14/20
Humboldt,175.0,4.0,1,0,07/14/20
Amador,44.0,0.0,2,0,07/14/20
Imperial,7095.0,141.0,43,5,07/14/20
Yolo,966.0,29.0,25,1,07/14/20
Santa Clara,6900.0,173.0,214,3,07/15/20
San Mateo,4258.0,114.0,85,0,07/15/20
Santa Barbara,4733.0,31.0,92,0,07/15/20
Tuolumne,68.0,0.0,0,0,07/15/20
Sierra,1.0,0.0,0,0,07/15/20
